sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,4,0,53.253911
15,15.000000,0,0.000000,0,97,0,53.332524
30,15.000000,0,0.000000,0,196,0,52.972802
45,15.000000,55,13200.000000,19,250,5,46.536539
60,15.000000,32,7680.000000,46,292,3,35.336446
75,15.000000,43,10320.000000,77,338,0,34.412664
90,15.000000,36,8640.000000,108,380,1,31.294416
105,15.000000,45,10800.000000,119,400,1,28.954192
120,15.000000,65,15600.000000,148,441,14,31.874979
135,15.000000,73,17520.000000,188,480,16,32.459415
150,15.000000,35,8400.000000,205,545,10,27.518761
165,15.000000,45,10800.000000,202,610,12,25.803015
180,15.000000,46,11040.000000,223,659,3,23.234541
195,15.000000,32,7680.000000,255,678,2,18.807312
210,15.000000,66,15840.000000,235,659,16,21.446124
225,15.000000,60,14400.000000,248,651,28,25.679699
240,15.000000,48,11520.000000,277,678,21,25.167712
255,15.000000,41,9840.000000,276,681,10,22.449693
270,15.000000,42,10080.000000,277,706,11,21.251396
285,15.000000,49,11760.000000,292,746,6,19.376283
300,15.000000,41,9840.000000,292,736,4,16.317727
315,15.000000,67,16080.000000,276,706,20,19.677147
330,15.000000,83,19920.000000,289,706,23,24.644074
345,15.000000,37,8880.000000,321,733,13,22.989656
360,15.000000,33,7920.000000,304,740,8,20.869821
375,15.000000,32,7680.000000,318,731,3,18.405161
390,15.000000,33,7920.000000,335,750,7,16.468058
405,15.000000,55,13200.000000,306,725,13,17.634929
420,15.000000,54,12960.000000,290,714,27,21.234498
435,15.000000,61,14640.000000,306,717,26,23.507909
450,15.000000,46,11040.000000,306,719,18,20.581229
465,15.000000,56,13440.000000,309,739,9,19.489204
480,15.000000,55,13200.000000,321,755,4,18.138065
495,15.000000,64,15360.000000,329,723,5,16.096610
510,15.000000,78,18720.000000,316,704,19,19.907407
525,15.000000,58,13920.000000,326,692,21,23.053090
540,15.000000,35,8400.000000,363,675,19,21.789190
555,15.000000,42,10080.000000,348,708,8,18.901009
570,15.000000,49,11760.000000,357,740,5,16.599090
585,15.000000,25,6000.000000,381,746,3,16.044572
600,15.000000,55,13200.000000,364,722,13,16.713109
615,15.000000,51,12240.000000,348,712,23,20.579444
630,15.000000,76,18240.000000,367,713,22,22.528727
645,15.000000,48,11520.000000,378,707,9,20.645101
660,15.000000,44,10560.000000,381,724,5,20.215738
675,15.000000,44,10560.000000,390,771,5,17.517487
690,15.000000,43,10320.000000,398,769,8,15.991686
705,15.000000,75,18000.000000,371,734,23,18.921871
720,15.000000,95,22800.000000,363,723,29,21.995652
735,15.000000,61,14640.000000,382,727,24,20.599577
750,15.000000,41,9840.000000,387,749,3,19.854084
765,15.000000,31,7440.000000,398,753,2,17.296090
780,15.000000,37,8880.000000,412,760,3,15.045685
795,15.000000,48,11520.000000,399,728,8,15.880313
810,15.000000,66,15840.000000,384,716,25,19.471171
825,15.000000,83,19920.000000,381,731,31,20.808719
840,15.000000,37,8880.000000,379,721,21,19.558729
855,15.000000,51,12240.000000,398,734,14,18.334563
870,15.000000,64,15360.000000,419,734,2,16.044632
885,15.000000,58,13920.000000,437,720,7,14.041548
900,15.000000,80,19200.000000,429,701,16,16.868586
