time_s,network_n,FW_E_n,FW_W_n
535.1,2804,632,574
540.1,2822,631,573
545.1,2851,636,575
550.1,2861,643,569
555.1,2880,654,570
560.1,2884,654,569
565.1,2885,650,566
570.1,2887,651,565
575.1,2899,654,565
580.1,2909,650,570
585.1,2918,641,575
590.1,2921,642,582
595.1,2928,642,583
600.1,2924,648,583
605.1,2935,648,590
610.1,2957,651,596
615.1,2966,656,604
620.1,2981,662,608
625.1,2993,668,605
630.1,2994,667,602
635.1,3003,670,600
640.1,3018,679,594
645.1,3019,688,594
650.1,2998,685,584
655.1,2984,679,582
660.1,2970,673,582
665.1,2984,680,586
670.1,2992,682,580
675.1,2989,676,575
680.1,2996,672,573
685.1,3004,675,565
690.1,3023,674,570
695.1,3053,675,571
700.1,3065,668,571
705.1,3059,665,572
710.1,3088,669,579
715.1,3085,668,577
720.1,3090,666,578
725.1,3094,659,577
730.1,3092,668,571
735.1,3108,675,573
740.1,3116,682,578
745.1,3129,688,579
750.1,3130,691,583
755.1,3141,691,585
760.1,3147,692,585
765.1,3149,693,586
770.1,3157,699,587
775.1,3153,703,579
780.1,3173,713,579
785.1,3183,715,576
790.1,3183,718,575
795.1,3174,716,572
800.1,3163,715,567
805.1,3149,716,560
810.1,3143,707,555
815.1,3138,697,554
820.1,3138,693,547
825.1,3138,690,549
830.1,3139,684,553
835.1,3141,689,554
840.1,3147,686,553
845.1,3155,685,559
850.1,3168,683,559
855.1,3183,686,560
860.1,3189,688,555
865.1,3191,692,551
870.1,3208,695,548
875.1,3212,695,541
880.1,3203,692,534
885.1,3194,693,533
890.1,3193,683,539
895.1,3184,678,538
900.1,3187,682,543
905.1,3196,679,542
910.1,3209,683,540
915.1,3220,686,539
920.1,3234,687,537
925.1,3245,690,540
930.1,3251,698,546
935.1,3246,701,549
940.1,3251,706,557
945.1,3261,717,561
950.1,3264,713,563
955.1,3285,712,569
960.1,3294,712,573
965.1,3309,715,575
970.1,3324,722,567
975.1,3338,728,568
980.1,3365,732,566
985.1,3377,731,559
990.1,3408,730,562
995.1,3415,733,554
1000.1,3434,724,553
1005.1,3440,717,551
1010.1,3460,720,546
1015.1,3482,724,549
1020.1,3512,728,551
1025.1,3533,726,552
1030.1,3554,728,551
1035.1,3576,734,552
1040.1,3580,732,553
1045.1,3612,743,554
1050.1,3622,754,554
1055.1,3619,753,554
1060.1,3633,753,561
1065.1,3645,758,562
1070.1,3647,757,560
1075.1,3653,756,560
1080.1,3660,749,564
1085.1,3683,756,563
1090.1,3707,759,559
1095.1,3696,756,557
1100.1,3688,753,555
1105.1,3685,751,546
1110.1,3701,750,546
1115.1,3714,754,549
1120.1,3724,762,549
1125.1,3735,770,557
1130.1,3744,776,567
1135.1,3757,783,568
1140.1,3759,778,569
1145.1,3761,782,558
1150.1,3772,780,561
1155.1,3789,781,564
1160.1,3792,776,559
1165.1,3804,765,560
1170.1,3805,760,562
1175.1,3829,767,565
1180.1,3856,768,562
1185.1,3883,772,567
1190.1,3889,771,570
1195.1,3904,772,572
1200.1,3933,772,580
1205.1,3949,774,586
1210.1,3970,786,587
1215.1,3980,789,585
1220.1,3973,791,589
1225.1,3992,793,589
1230.1,3998,789,590
1235.1,4006,791,586
1240.1,3999,792,589
1245.1,4005,797,595
1250.1,4014,801,602
1255.1,4012,793,600
1260.1,4011,790,600
1265.1,4014,789,599
1270.1,4007,782,595
1275.1,4032,785,589
1280.1,4031,783,589
1285.1,4036,780,592
1290.1,4056,790,597
1295.1,4059,794,606
1300.1,4076,789,610
1305.1,4100,802,614
1310.1,4113,812,618
1315.1,4119,808,616
1320.1,4152,818,617
1325.1,4162,821,628
1330.1,4171,818,628
1335.1,4184,808,627
1340.1,4192,807,624
1345.1,4205,802,621
1350.1,4217,807,620
1355.1,4225,810,622
1360.1,4242,815,621
1365.1,4213,814,611
1370.1,4214,809,611
1375.1,4215,810,615
1380.1,4209,811,609
1385.1,4224,813,612
1390.1,4240,815,615
1395.1,4246,819,621
1400.1,4247,822,626
1405.1,4252,828,629
1410.1,4241,827,634
1415.1,4248,831,639
1420.1,4251,831,643
1425.1,4261,824,635
1430.1,4271,820,631
1435.1,4285,818,629
1440.1,4297,821,624
1445.1,4295,831,619
1450.1,4299,831,623
1455.1,4322,833,629
1460.1,4332,838,630
1465.1,4337,841,627
1470.1,4336,850,621
1475.1,4339,855,615
1480.1,4357,850,619
1485.1,4351,841,618
1490.1,4355,838,615
1495.1,4353,833,610
1500.1,4359,834,619
1505.1,4376,842,628
1510.1,4389,840,631
1515.1,4417,850,638
1520.1,4434,853,643
1525.1,4449,850,647
1530.1,4459,843,650
1535.1,4474,845,657
1540.1,4470,845,652
1545.1,4456,837,651
1550.1,4469,840,657
1555.1,4461,835,661
1560.1,4461,832,666
1565.1,4461,828,678
1570.1,4458,829,673
1575.1,4469,821,672
1580.1,4478,820,678
1585.1,4496,818,680
1590.1,4517,820,680
1595.1,4518,824,681
1600.1,4522,827,683
1605.1,4514,826,672
1610.1,4513,822,674
1615.1,4518,826,674
1620.1,4524,822,669
1625.1,4515,817,657
1630.1,4505,817,653
1635.1,4509,809,658
1640.1,4525,803,660
1645.1,4534,807,664
1650.1,4540,810,668
1655.1,4533,806,670
1660.1,4555,811,664
1665.1,4559,810,656
1670.1,4562,810,649
1675.1,4570,815,641
1680.1,4573,816,642
1685.1,4596,822,635
1690.1,4603,830,626
1695.1,4609,839,624
1700.1,4613,835,624
1705.1,4613,835,625
1710.1,4616,836,624
1715.1,4621,835,630
1720.1,4625,830,634
1725.1,4627,830,634
1730.1,4630,834,628
1735.1,4649,844,634
1740.1,4667,850,630
1745.1,4672,847,629
1750.1,4678,845,631
1755.1,4684,854,624
1760.1,4687,857,626
1765.1,4684,856,636
1770.1,4695,855,633
1775.1,4694,852,629
1780.1,4691,851,632
1785.1,4696,846,633
1790.1,4699,847,632
1795.1,4701,849,642
1800.1,4694,849,644
1805.1,4699,851,643
1810.1,4709,849,641
1815.1,4712,845,645
1820.1,4729,842,642
1825.1,4739,837,643
1830.1,4761,844,647
1835.1,4782,846,653
1840.1,4798,854,655
1845.1,4812,862,653
1850.1,4789,860,650
1855.1,4790,852,647
1860.1,4775,847,648
1865.1,4783,843,647
1870.1,4792,849,646
1875.1,4795,852,640
1880.1,4789,856,638
1885.1,4777,856,638
1890.1,4787,858,636
1895.1,4796,859,629
1900.1,4817,867,632
1905.1,4830,865,633
1910.1,4834,857,633
1915.1,4829,858,630
1920.1,4830,854,624
1925.1,4833,858,629
1930.1,4823,863,634
1935.1,4834,871,637
1940.1,4840,880,636
1945.1,4843,890,629
1950.1,4850,896,630
1955.1,4860,896,633
1960.1,4868,898,626
1965.1,4878,900,627
1970.1,4880,901,623
1975.1,4880,904,627
1980.1,4899,899,632
1985.1,4913,895,635
1990.1,4909,888,639
1995.1,4897,886,638
2000.1,4891,877,643
2005.1,4896,877,635
2010.1,4902,876,637
2015.1,4906,875,634
2020.1,4904,871,636
2025.1,4909,860,636
2030.1,4929,861,640
2035.1,4934,862,639
2040.1,4946,858,644
2045.1,4955,854,644
2050.1,4969,851,646
2055.1,4978,845,648
2060.1,4991,847,642
2065.1,4979,844,637
2070.1,4982,854,640
2075.1,4996,855,646
2080.1,5005,860,646
2085.1,5003,866,651
2090.1,5000,876,650
2095.1,4998,875,649
2100.1,4995,873,652
2105.1,4997,872,659
2110.1,4999,869,661
2115.1,4996,866,664
2120.1,5003,861,667
2125.1,5004,861,653
2130.1,5020,857,650
2135.1,5028,856,655
2140.1,5060,853,662
2145.1,5073,852,659
2150.1,5064,849,652
2155.1,5076,849,657
2160.1,5076,848,653
2165.1,5074,846,651
2170.1,5069,842,648
2175.1,5076,842,646
2180.1,5093,847,653
2185.1,5087,844,660
2190.1,5111,846,670
2195.1,5126,854,676
2200.1,5150,856,676
2205.1,5162,859,676
2210.1,5174,859,666
2215.1,5176,859,663
2220.1,5178,856,655
2225.1,5177,860,649
2230.1,5171,859,647
2235.1,5161,857,648
2240.1,5163,849,652
2245.1,5142,858,658
2250.1,5120,866,661
2255.1,5117,873,671
2260.1,5126,879,678
2265.1,5127,886,683
2270.1,5124,883,684
2275.1,5113,880,682
2280.1,5113,877,682
2285.1,5103,871,686
2290.1,5096,865,683
2295.1,5078,866,675
2300.1,5082,865,670
2305.1,5091,867,674
2310.1,5085,867,676
2315.1,5083,874,675
2320.1,5095,875,681
2325.1,5091,874,673
2330.1,5101,873,673
2335.1,5123,874,678
2340.1,5125,870,679
2345.1,5143,869,684
2350.1,5149,868,692
2355.1,5167,876,695
2360.1,5182,872,697
2365.1,5177,863,694
2370.1,5192,860,696
2375.1,5188,852,691
2380.1,5186,854,686
2385.1,5196,859,681
2390.1,5185,857,670
2395.1,5175,857,670
2400.1,5182,855,679
2405.1,5160,852,680
2410.1,5155,849,675
2415.1,5128,851,678
2420.1,5095,855,671
2425.1,5072,857,667
2430.1,5050,862,671
2435.1,5052,868,664
2440.1,5039,871,664
2445.1,5048,878,659
2450.1,5076,883,663
2455.1,5075,887,670
2460.1,5082,892,663
2465.1,5088,893,666
2470.1,5104,892,673
2475.1,5126,888,670
2480.1,5144,888,674
2485.1,5161,893,673
2490.1,5180,900,677
2495.1,5206,910,677
2500.1,5227,913,677
2505.1,5244,913,672
2510.1,5245,910,674
2515.1,5255,906,682
2520.1,5268,897,684
2525.1,5285,898,685
2530.1,5279,896,685
2535.1,5271,895,680
2540.1,5254,889,673
2545.1,5242,895,673
2550.1,5216,896,680
2555.1,5205,896,685
2560.1,5210,905,689
2565.1,5206,914,687
2570.1,5215,917,693
2575.1,5220,919,693
2580.1,5211,916,685
2585.1,5192,910,679
2590.1,5161,906,666
2595.1,5130,900,660
2600.1,5125,898,661
2605.1,5121,898,659
2610.1,5130,889,666
2615.1,5142,894,669
2620.1,5158,895,671
2625.1,5186,895,680
2630.1,5222,904,686
2635.1,5237,905,690
2640.1,5236,903,688
2645.1,5251,903,692
2650.1,5267,904,697
2655.1,5282,908,699
2660.1,5288,918,695
2665.1,5297,920,697
2670.1,5308,918,698
2675.1,5307,920,685
2680.1,5317,926,685
2685.1,5322,928,687
2690.1,5323,928,692
2695.1,5318,926,695
2700.1,5295,928,696
2705.1,5280,924,691
2710.1,5281,927,687
2715.1,5268,921,692
2720.1,5264,916,691
2725.1,5238,917,689
2730.1,5234,913,691
2735.1,5237,925,681
2740.1,5231,927,671
2745.1,5231,929,674
2750.1,5211,931,668
2755.1,5204,932,661
2760.1,5177,925,656
2765.1,5187,930,656
2770.1,5185,929,648
2775.1,5188,926,643
2780.1,5201,918,642
2785.1,5197,924,639
2790.1,5194,923,640
2795.1,5206,918,641
2800.1,5217,908,646
2805.1,5227,911,643
2810.1,5226,911,639
2815.1,5235,920,639
2820.1,5229,924,634
2825.1,5233,923,635
2830.1,5230,916,639
2835.1,5242,913,652
2840.1,5243,919,664
2845.1,5236,919,664
2850.1,5210,911,663
2855.1,5194,910,664
2860.1,5182,908,669
2865.1,5181,910,676
2870.1,5171,910,670
2875.1,5172,924,676
2880.1,5159,932,676
2885.1,5143,934,687
2890.1,5130,938,685
2895.1,5114,932,678
2900.1,5094,930,670
2905.1,5081,934,665
2910.1,5068,929,670
2915.1,5061,929,678
2920.1,5061,927,668
2925.1,5065,923,660
2930.1,5067,919,658
2935.1,5062,918,652
2940.1,5065,915,655
2945.1,5081,911,657
2950.1,5088,908,664
2955.1,5113,902,668
2960.1,5135,907,665
2965.1,5139,915,663
2970.1,5150,908,663
2975.1,5146,906,666
2980.1,5149,905,669
2985.1,5131,897,667
2990.1,5129,894,664
2995.1,5128,884,656
3000.1,5118,882,656
3005.1,5116,883,655
3010.1,5114,886,658
3015.1,5093,886,665
3020.1,5079,879,664
3025.1,5066,878,673
3030.1,5071,878,674
3035.1,5074,879,674
3040.1,5068,878,675
3045.1,5041,878,673
3050.1,5031,881,673
3055.1,5006,886,670
3060.1,5014,885,669
3065.1,5025,885,672
3070.1,5032,887,670
3075.1,5049,891,674
3080.1,5034,892,665
3085.1,5040,890,668
3090.1,5033,883,662
3095.1,5037,874,659
3100.1,5046,874,658
3105.1,5053,880,650
3110.1,5068,879,647
3115.1,5075,877,644
3120.1,5080,878,645
3125.1,5094,877,643
3130.1,5102,871,646
3135.1,5107,871,644
3140.1,5106,868,643
3145.1,5093,870,642
3150.1,5096,874,643
3155.1,5098,875,634
3160.1,5100,872,630
3165.1,5084,873,629
3170.1,5071,871,629
3175.1,5049,874,626
3180.1,5037,872,631
3185.1,5027,875,641
3190.1,5024,885,648
3195.1,5007,896,644
3200.1,4994,896,637
3205.1,4976,894,639
3210.1,4952,900,635
3215.1,4936,903,632
3220.1,4920,901,630
3225.1,4932,898,640
3230.1,4930,899,640
3235.1,4910,894,629
3240.1,4927,895,630
3245.1,4937,892,636
3250.1,4956,892,639
3255.1,4962,896,625
3260.1,4973,894,622
3265.1,4981,892,615
3270.1,4974,896,613
3275.1,4975,902,613
3280.1,4986,903,611
3285.1,4997,909,612
3290.1,5000,912,616
3295.1,5009,914,618
3300.1,5020,919,623
3305.1,5025,920,620
3310.1,5027,920,625
3315.1,5029,919,626
3320.1,5026,922,626
3325.1,5025,924,629
3330.1,5019,926,634
3335.1,5014,927,638
3340.1,5004,922,638
3345.1,4992,924,641
3350.1,4996,919,644
3355.1,4983,921,648
3360.1,4973,917,643
3365.1,4972,921,645
3370.1,4965,918,641
3375.1,4968,922,637
3380.1,4976,930,626
3385.1,4974,936,617
3390.1,4994,938,617
3395.1,4999,944,624
3400.1,4996,946,608
3405.1,5013,951,607
3410.1,5033,948,613
3415.1,5042,943,610
3420.1,5055,945,618
3425.1,5053,942,626
3430.1,5059,938,626
3435.1,5074,938,630
3440.1,5085,934,641
3445.1,5087,935,640
3450.1,5099,937,643
3455.1,5109,937,644
3460.1,5117,942,643
3465.1,5103,945,641
3470.1,5109,938,638
3475.1,5099,940,630
3480.1,5099,943,634
3485.1,5097,944,635
3490.1,5084,944,628
3495.1,5074,944,626
3500.1,5065,941,628
3505.1,5065,939,624
3510.1,5067,936,626
3515.1,5066,930,628
3520.1,5064,926,628
3525.1,5045,919,629
3530.1,5026,914,633
3535.1,5012,914,627
3540.1,5019,916,627
3545.1,5025,915,633
3550.1,5034,918,639
3555.1,5040,918,636
3560.1,5068,927,634
3565.1,5067,933,628
3570.1,5085,934,633
3575.1,5103,936,633
3580.1,5121,930,637
3585.1,5127,927,629
3590.1,5128,922,631
3595.1,5133,921,630
3600.1,5131,920,631
3605.1,5120,920,631
3610.1,5101,916,633
3615.1,5095,913,640
3620.1,5086,914,642
3625.1,5073,915,636
3630.1,5061,911,635
3635.1,5067,909,637
3640.1,5056,903,640
3645.1,5048,906,643
3650.1,5036,911,641
3655.1,5017,913,634
3660.1,5024,913,643
3665.1,5032,911,653
3670.1,5033,917,650
3675.1,5038,925,650
3680.1,5025,920,641
3685.1,5006,920,644
3690.1,5010,920,645
3695.1,5004,925,642
3700.1,4985,924,638
3705.1,4976,926,638
3710.1,4979,926,637
3715.1,4987,929,646
3720.1,5001,930,656
3725.1,5008,921,655
3730.1,5010,917,660
3735.1,5020,915,650
3740.1,5007,909,645
3745.1,5017,915,641
3750.1,5011,912,645
3755.1,5017,918,648
3760.1,5023,917,651
3765.1,5024,923,658
3770.1,5032,928,661
3775.1,5032,930,664
3780.1,5018,924,662
3785.1,5016,927,660
3790.1,4984,918,660
3795.1,4967,914,665
3800.1,4949,908,665
3805.1,4934,904,664
3810.1,4917,898,668
3815.1,4898,894,675
3820.1,4890,886,681
3825.1,4884,884,677
3830.1,4880,881,676
3835.1,4872,877,682
3840.1,4869,874,676
3845.1,4866,880,672
3850.1,4864,883,669
3855.1,4877,891,677
3860.1,4877,892,680
3865.1,4880,896,680
3870.1,4879,889,672
3875.1,4878,887,673
3880.1,4861,878,672
3885.1,4859,874,671
3890.1,4842,867,671
3895.1,4846,870,670
3900.1,4848,871,672
3905.1,4836,863,676
3910.1,4826,850,676
3915.1,4813,844,677
3920.1,4788,841,664
3925.1,4771,836,663
3930.1,4762,833,671
3935.1,4752,832,663
3940.1,4741,831,660
3945.1,4751,832,669
3950.1,4749,833,667
3955.1,4732,835,659
3960.1,4739,835,655
3965.1,4732,828,651
3970.1,4728,829,661
3975.1,4742,840,666
3980.1,4744,847,667
3985.1,4747,859,664
3990.1,4761,860,669
3995.1,4771,863,669
4000.1,4782,863,670
4005.1,4782,868,657
4010.1,4781,872,654
4015.1,4761,870,645
4020.1,4759,870,646
4025.1,4765,868,642
4030.1,4758,868,648
4035.1,4778,874,646
4040.1,4795,871,649
4045.1,4783,879,644
4050.1,4781,877,646
4055.1,4780,879,645
4060.1,4777,879,638
4065.1,4761,873,643
4070.1,4756,876,643
4075.1,4746,874,650
4080.1,4737,875,644
4085.1,4752,879,640
4090.1,4744,881,633
4095.1,4737,880,633
4100.1,4729,881,629
4105.1,4724,883,628
4110.1,4718,883,632
4115.1,4706,881,627
4120.1,4700,881,628
4125.1,4689,882,629
4130.1,4680,874,630
4135.1,4684,880,632
4140.1,4699,886,635
4145.1,4718,887,640
4150.1,4733,884,646
4155.1,4735,874,650
4160.1,4750,873,655
4165.1,4757,877,655
4170.1,4748,876,653
4175.1,4751,869,659
4180.1,4749,870,660
4185.1,4740,870,661
4190.1,4727,863,658
4195.1,4723,865,664
4200.1,4712,862,660
4205.1,4720,864,665
4210.1,4708,859,662
4215.1,4692,857,662
4220.1,4680,854,669
4225.1,4687,858,673
4230.1,4687,858,677
4235.1,4685,854,682
4240.1,4680,851,679
4245.1,4668,860,673
4250.1,4646,865,662
4255.1,4640,860,658
4260.1,4640,860,650
4265.1,4632,851,649
4270.1,4634,855,647
4275.1,4650,860,640
4280.1,4650,857,638
4285.1,4663,862,639
4290.1,4663,868,641
4295.1,4668,871,638
4300.1,4667,870,638
4305.1,4675,873,636
4310.1,4684,875,637
4315.1,4689,882,642
4320.1,4680,873,645
4325.1,4676,873,637
4330.1,4689,885,637
4335.1,4678,888,634
4340.1,4674,887,630
4345.1,4656,889,621
4350.1,4641,883,623
4355.1,4644,876,633
4360.1,4654,873,638
4365.1,4655,879,647
4370.1,4668,887,652
4375.1,4685,888,652
4380.1,4693,884,648
4385.1,4699,893,647
4390.1,4690,891,642
4395.1,4683,899,640
4400.1,4677,909,640
4405.1,4661,915,641
4410.1,4643,922,630
4415.1,4611,922,619
4420.1,4615,920,630
4425.1,4621,933,633
4430.1,4617,934,631
4435.1,4621,937,633
4440.1,4626,936,642
4445.1,4617,940,638
4450.1,4625,938,636
4455.1,4624,942,638
4460.1,4627,936,635
4465.1,4623,933,628
4470.1,4627,937,621
4475.1,4628,945,619
4480.1,4617,938,622
4485.1,4597,940,618
4490.1,4583,948,621
4495.1,4562,948,615
4500.1,4538,945,607
4505.1,4519,945,601
4510.1,4513,942,597
4515.1,4497,940,592
4520.1,4481,932,586
4525.1,4482,936,591
4530.1,4478,939,597
4535.1,4467,946,597
4540.1,4469,952,596
4545.1,4466,960,592
4550.1,4453,959,596
4555.1,4437,951,597
4560.1,4423,951,595
4565.1,4426,951,597
4570.1,4422,942,596
4575.1,4425,937,600
4580.1,4424,936,601
4585.1,4435,933,604
4590.1,4433,930,601
4595.1,4428,934,597
4600.1,4441,936,601
4605.1,4439,933,602
4610.1,4432,932,602
4615.1,4422,936,604
4620.1,4412,926,606
4625.1,4403,927,608
4630.1,4400,922,606
4635.1,4393,918,608
4640.1,4380,914,606
4645.1,4346,922,601
4650.1,4315,924,604
4655.1,4296,922,599
4660.1,4297,930,603
4665.1,4280,927,601
4670.1,4271,933,600
4675.1,4273,943,606
4680.1,4270,943,611
4685.1,4267,939,613
4690.1,4252,935,610
4695.1,4248,930,614
4700.1,4235,922,606
4705.1,4225,923,605
4710.1,4223,919,606
4715.1,4211,916,600
4720.1,4202,914,598
4725.1,4212,914,594
4730.1,4207,913,586
4735.1,4212,904,577
4740.1,4217,898,579
4745.1,4227,903,581
4750.1,4237,903,579
4755.1,4234,908,575
4760.1,4234,910,574
4765.1,4233,912,574
4770.1,4229,913,578
4775.1,4204,907,582
4780.1,4201,906,585
4785.1,4196,905,584
4790.1,4191,904,584
4795.1,4169,905,582
4800.1,4151,898,580
4805.1,4126,894,579
4810.1,4123,896,581
4815.1,4105,895,583
4820.1,4094,899,583
4825.1,4085,896,581
4830.1,4091,894,576
4835.1,4085,894,571
4840.1,4090,891,566
4845.1,4086,886,564
4850.1,4076,879,563
4855.1,4068,872,561
4860.1,4069,868,567
4865.1,4074,868,557
4870.1,4077,865,552
4875.1,4081,872,558
4880.1,4093,876,562
4885.1,4099,886,559
4890.1,4122,886,568
4895.1,4131,887,576
4900.1,4145,889,582
4905.1,4135,882,579
4910.1,4133,886,581
4915.1,4139,896,580
4920.1,4142,901,576
4925.1,4129,903,568
4930.1,4125,902,567
4935.1,4106,907,570
4940.1,4106,911,567
4945.1,4089,914,565
4950.1,4082,910,567
4955.1,4077,906,573
4960.1,4065,898,574
4965.1,4043,892,574
4970.1,4024,891,579
4975.1,4013,893,582
4980.1,4000,891,582
4985.1,3980,887,583
4990.1,3962,888,571
4995.1,3949,887,568
5000.1,3954,882,567
5005.1,3962,885,562
5010.1,3956,886,568
5015.1,3958,889,571
5020.1,3973,888,570
5025.1,3976,898,569
5030.1,3982,899,566
5035.1,3996,905,560
5040.1,4012,911,560
5045.1,4009,914,556
5050.1,4011,920,552
5055.1,4010,928,554
5060.1,4010,930,551
5065.1,4004,922,556
5070.1,3991,915,555
5075.1,3981,918,553
5080.1,3989,922,555
5085.1,3987,927,558
5090.1,3978,934,560
5095.1,3968,931,558
5100.1,3955,923,565
5105.1,3946,916,565
5110.1,3943,913,556
5115.1,3937,914,563
5120.1,3937,912,565
5125.1,3934,916,570
5130.1,3923,909,573
5135.1,3923,913,580
5140.1,3923,909,589
5145.1,3930,913,591
5150.1,3915,914,589
5155.1,3915,913,587
5160.1,3916,922,581
5165.1,3922,927,578
5170.1,3926,927,572
5175.1,3916,927,568
5180.1,3925,925,568
5185.1,3925,932,571
5190.1,3917,925,565
5195.1,3920,924,562
5200.1,3917,915,555
5205.1,3918,908,552
5210.1,3921,908,546
5215.1,3918,908,552
5220.1,3913,905,556
5225.1,3913,904,566
5230.1,3908,898,566
5235.1,3913,896,572
5240.1,3912,895,567
5245.1,3893,896,565
5250.1,3885,898,562
5255.1,3876,897,568
5260.1,3864,898,564
5265.1,3844,904,557
5270.1,3830,899,557
5275.1,3831,904,555
5280.1,3825,906,560
5285.1,3819,913,565
5290.1,3805,917,567
5295.1,3793,913,568
5300.1,3780,915,569
5305.1,3768,916,573
5310.1,3754,917,580
5315.1,3762,916,580
5320.1,3769,920,580
5325.1,3785,930,583
5330.1,3796,934,584
5335.1,3811,938,589
5340.1,3834,944,595
5345.1,3839,942,598
5350.1,3849,941,604
5355.1,3849,940,606
5360.1,3850,930,611
5365.1,3850,928,605
5370.1,3859,924,611
5375.1,3859,918,610
5380.1,3868,918,615
5385.1,3872,917,617
5390.1,3872,919,617
5395.1,3855,916,614
5400.1,3841,906,614
5405.1,3838,915,610
5410.1,3831,918,609
5415.1,3806,922,602
5420.1,3790,916,597
5425.1,3788,920,590
5430.1,3776,922,580
5435.1,3759,920,566
5440.1,3731,921,562
5445.1,3719,923,560
5450.1,3709,921,567
5455.1,3702,921,576
5460.1,3705,919,583
5465.1,3714,917,581
5470.1,3720,917,584
5475.1,3726,918,583
5480.1,3740,917,581
5485.1,3738,915,578
5490.1,3735,910,575
5495.1,3751,911,582
5500.1,3765,905,586
5505.1,3792,911,591
5510.1,3787,906,590
5515.1,3780,907,590
5520.1,3783,915,590
5525.1,3781,914,584
5530.1,3760,911,583
5535.1,3739,911,589
5540.1,3732,912,594
5545.1,3714,912,592
5550.1,3687,905,594
5555.1,3673,899,599
5560.1,3672,899,597
5565.1,3670,904,597
5570.1,3660,897,604
5575.1,3653,891,602
5580.1,3647,884,608
5585.1,3655,880,610
5590.1,3648,880,613
5595.1,3657,883,610
5600.1,3644,881,600
5605.1,3644,873,600
5610.1,3634,866,597
5615.1,3631,871,595
5620.1,3630,880,590
5625.1,3631,880,585
5630.1,3629,883,585
5635.1,3631,883,583
5640.1,3640,883,581
5645.1,3642,875,577
5650.1,3650,874,572
5655.1,3668,880,577
5660.1,3656,877,583
5665.1,3644,872,586
5670.1,3644,872,590
5675.1,3644,873,594
5680.1,3644,873,599
5685.1,3649,878,602
5690.1,3651,871,610
5695.1,3657,873,615
5700.1,3640,878,620
5705.1,3628,890,614
5710.1,3615,886,611
5715.1,3620,889,615
5720.1,3606,886,609
5725.1,3584,885,609
5730.1,3574,884,611
5735.1,3574,877,602
5740.1,3571,879,603
5745.1,3581,880,609
5750.1,3580,883,603
5755.1,3580,885,605
5760.1,3559,884,598
5765.1,3542,883,593
5770.1,3542,883,592
5775.1,3536,882,596
5780.1,3534,890,593
5785.1,3547,895,587
5790.1,3566,896,586
5795.1,3581,900,591
5800.1,3580,901,593
5805.1,3597,906,596
5810.1,3612,908,603
5815.1,3617,904,606
5820.1,3618,905,610
5825.1,3605,896,614
5830.1,3595,898,609
5835.1,3594,895,610
5840.1,3596,900,610
5845.1,3593,900,607
5850.1,3580,895,608
5855.1,3582,890,606
5860.1,3588,893,602
5865.1,3600,900,607
5870.1,3604,906,616
5875.1,3579,905,612
5880.1,3584,906,615
5885.1,3577,906,621
5890.1,3558,905,627
5895.1,3551,905,624
5900.1,3542,897,631
5905.1,3536,900,629
