sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,2,0,53.655251
15,15.000000,0,0.000000,0,31,0,57.074194
30,15.000000,0,0.000000,0,78,0,57.220383
45,15.000000,22,5280.000000,10,101,3,55.326558
60,15.000000,33,7920.000000,26,118,9,48.886144
75,15.000000,40,9600.000000,47,139,1,49.355590
90,15.000000,27,6480.000000,77,154,0,46.919920
105,15.000000,23,5520.000000,88,171,2,39.349125
120,15.000000,34,8160.000000,102,181,5,32.709568
135,15.000000,73,17520.000000,96,169,6,42.164317
150,15.000000,66,15840.000000,136,149,16,48.826325
165,15.000000,31,7440.000000,176,148,16,46.335675
180,15.000000,19,4560.000000,168,147,17,41.005069
195,15.000000,56,13440.000000,156,167,11,45.222197
210,15.000000,44,10560.000000,187,181,8,47.469631
225,15.000000,22,5280.000000,208,164,6,40.100776
240,15.000000,16,3840.000000,215,151,4,30.561777
255,15.000000,41,9840.000000,193,139,4,35.838030
270,15.000000,79,18960.000000,201,150,19,46.987622
285,15.000000,57,13680.000000,199,174,27,45.802699
300,15.000000,18,4320.000000,186,170,24,41.462056
315,15.000000,20,4800.000000,185,161,12,42.474434
330,15.000000,31,7440.000000,205,177,9,44.632765
345,15.000000,25,6000.000000,219,191,3,37.399749
360,15.000000,16,3840.000000,227,178,6,28.430806
375,15.000000,45,10800.000000,196,187,9,30.882282
390,15.000000,73,17520.000000,206,201,27,42.956916
405,15.000000,82,19680.000000,212,222,37,45.227842
420,15.000000,22,5280.000000,217,210,32,39.117887
435,15.000000,25,6000.000000,222,194,18,37.873869
450,15.000000,41,9840.000000,237,203,20,41.021266
465,15.000000,30,7200.000000,256,203,15,38.633100
480,15.000000,17,4080.000000,266,208,10,32.008129
495,15.000000,14,3360.000000,245,195,10,29.078231
510,15.000000,84,20160.000000,235,200,27,40.272745
525,15.000000,64,15360.000000,231,236,37,43.412259
540,15.000000,29,6960.000000,243,199,34,40.872438
555,15.000000,21,5040.000000,234,185,30,37.044487
570,15.000000,38,9120.000000,253,181,28,40.127388
585,15.000000,43,10320.000000,272,190,25,35.641525
600,15.000000,42,10080.000000,278,207,18,29.921955
615,15.000000,69,16560.000000,271,201,13,26.618894
630,15.000000,54,12960.000000,263,203,29,37.341250
645,15.000000,80,19200.000000,267,221,42,41.713875
660,15.000000,35,8400.000000,271,210,40,38.804020
675,15.000000,26,6240.000000,270,198,32,36.957153
690,15.000000,45,10800.000000,280,204,22,40.304483
705,15.000000,42,10080.000000,281,219,18,38.879971
720,15.000000,33,7920.000000,288,223,17,32.917003
735,15.000000,41,9840.000000,307,195,12,25.361627
750,15.000000,52,12480.000000,285,186,20,35.016545
765,15.000000,99,23760.000000,285,210,33,41.903360
780,15.000000,22,5280.000000,299,188,36,38.843270
795,15.000000,8,1920.000000,308,186,34,34.843062
810,15.000000,60,14400.000000,298,190,23,37.894307
825,15.000000,72,17280.000000,295,203,19,34.989804
840,15.000000,58,13920.000000,304,225,14,29.768052
855,15.000000,49,11760.000000,319,204,9,22.243649
870,15.000000,61,14640.000000,295,176,14,31.840537
885,15.000000,85,20400.000000,308,185,24,41.474076
900,15.000000,38,9120.000000,297,188,35,39.358674
