link,bin,seg,lane,rows,stopped,mean_speed
2,750,1700,1,99,2,52.372223
2,750,1700,2,39,0,83.220764
2,750,1700,3,33,0,92.15879
2,750,1700,4,37,0,103.00811
2,750,1800,1,127,25,33.94685
2,750,1800,2,36,1,81.77055
2,750,1800,3,40,0,95.327
2,750,1800,4,38,0,101.259476
2,750,1900,1,146,20,31.961851
2,750,1900,2,36,0,74.58889
2,750,1900,3,34,0,98.83647
2,750,1900,4,39,0,103.33282
2,750,2000,1,28,2,42.070713
2,750,2000,2,26,2,73.97769
2,750,2000,3,44,0,99.50227
2,750,2000,4,34,0,107.362946
2,750,2100,1,19,0,66.57316
2,750,2100,2,25,0,75.6496
2,750,2100,3,33,0,108.604546
2,750,2100,4,34,0,109.458824
2,750,2200,1,24,0,61.403748
2,750,2200,2,22,0,73.792725
2,750,2200,3,39,0,99.479485
2,750,2200,4,37,0,110.26649
2,750,2300,1,25,0,69.51
2,750,2300,2,26,0,65.666534
2,750,2300,3,31,0,98.991936
2,750,2300,4,41,0,105.78244
2,750,4200,1,24,0,119.77125
2,750,4200,2,11,0,116.89273
2,750,4200,3,14,0,120.46071
2,750,4200,4,14,0,115.91929
2,750,4300,1,27,0,109.95148
2,750,4300,2,8,0,123.996254
2,750,4300,3,15,0,114.61533
2,750,4300,4,16,0,116.773125
2,750,4400,1,61,1,57.487213
2,750,4400,2,10,0,100.653
2,750,4400,3,15,0,108.816666
2,750,4400,4,18,0,116.23111
2,750,4500,1,17,0,55.051765
2,750,4500,2,15,0,96.826004
2,750,4500,3,17,0,110.854706
2,750,4500,4,16,0,111.12625
2,750,4600,1,15,0,45.924667
2,750,4600,2,11,0,98.89636
2,750,4600,3,17,0,110.68353
2,750,4600,4,19,0,116.714745
2,900,1700,1,101,4,40.203663
2,900,1700,2,38,0,77.93263
2,900,1700,3,28,0,96.57536
2,900,1700,4,45,0,101.36822
2,900,1800,1,209,67,20.098373
2,900,1800,2,34,0,79.57088
2,900,1800,3,41,0,94.0
2,900,1800,4,42,0,103.5869
2,900,1900,1,191,49,20.393038
2,900,1900,2,35,0,76.93686
2,900,1900,3,43,0,91.61838
2,900,1900,4,35,0,98.51657
2,900,2000,1,35,5,31.829144
2,900,2000,2,31,0,78.05226
2,900,2000,3,49,0,87.97673
2,900,2000,4,38,0,96.37185
2,900,2100,1,21,0,81.279045
2,900,2100,2,27,0,75.020744
2,900,2100,3,37,0,98.088646
2,900,2100,4,41,0,101.560974
2,900,2200,1,31,0,71.42903
2,900,2200,2,30,0,59.264
2,900,2200,3,32,0,96.45187
2,900,2200,4,40,0,106.685
2,900,2300,1,32,0,75.22813
2,900,2300,2,30,0,58.98467
2,900,2300,3,33,0,94.33121
2,900,2300,4,37,0,105.33919
2,900,4200,1,24,0,111.87708
2,900,4200,2,11,0,117.517265
2,900,4200,3,22,0,117.07227
2,900,4200,4,13,0,119.8
2,900,4300,1,30,0,99.104996
2,900,4300,2,15,0,112.66333
2,900,4300,3,14,0,116.02357
2,900,4300,4,14,0,118.23928
2,900,4400,1,73,6,48.564384
2,900,4400,2,19,3,73.633156
2,900,4400,3,24,0,109.83625
2,900,4400,4,13,0,119.72769
2,900,4500,1,10,0,78.251
2,900,4500,2,12,0,108.6975
2,900,4500,3,19,0,106.97052
2,900,4500,4,22,0,115.81727
2,900,4600,1,7,0,55.41857
2,900,4600,2,10,0,97.762
2,900,4600,3,17,0,118.704704
2,900,4600,4,17,0,117.100586
2,1050,1700,1,222,76,15.176982
2,1050,1700,2,57,0,65.56614
2,1050,1700,3,58,0,78.87293
2,1050,1700,4,62,0,86.925
2,1050,1800,1,255,84,14.864274
2,1050,1800,2,74,0,49.153786
2,1050,1800,3,72,2,55.612503
2,1050,1800,4,65,1,73.910614
2,1050,1900,1,187,44,22.172623
2,1050,1900,2,75,2,48.822
2,1050,1900,3,66,1,64.81894
2,1050,1900,4,70,0,79.005714
2,1050,2000,1,26,4,32.333847
2,1050,2000,2,53,4,58.919243
2,1050,2000,3,58,0,68.14965
2,1050,2000,4,55,0,90.20018
2,1050,2100,1,34,0,80.74206
2,1050,2100,2,30,0,66.14
2,1050,2100,3,42,0,84.94572
2,1050,2100,4,50,0,91.7364
2,1050,2200,1,37,0,81.395134
2,1050,2200,2,36,0,63.693054
2,1050,2200,3,38,0,86.28921
2,1050,2200,4,41,0,99.3178
2,1050,2300,1,29,0,71.175865
2,1050,2300,2,38,0,64.448425
2,1050,2300,3,34,0,93.79677
2,1050,2300,4,44,0,97.174095
2,1050,4200,1,30,0,115.91333
2,1050,4200,2,17,0,117.17706
2,1050,4200,3,22,0,115.109085
2,1050,4200,4,17,0,118.04235
2,1050,4300,1,21,0,105.26238
2,1050,4300,2,16,0,112.311874
2,1050,4300,3,23,0,114.97913
2,1050,4300,4,20,0,112.4265
2,1050,4400,1,69,4,52.266525
2,1050,4400,2,21,0,90.09572
2,1050,4400,3,27,0,111.59926
2,1050,4400,4,18,0,111.71555
2,1050,4500,1,21,0,49.304287
2,1050,4500,2,25,0,80.802795
2,1050,4500,3,25,0,106.824005
2,1050,4500,4,21,0,100.84095
2,1050,4600,1,20,0,48.001503
2,1050,4600,2,17,0,77.24117
2,1050,4600,3,24,0,103.4375
2,1050,4600,4,24,0,106.701256
2,1200,1700,1,198,68,18.406818
2,1200,1700,2,41,0,75.16488
2,1200,1700,3,43,0,81.903725
2,1200,1700,4,55,0,92.167816
2,1200,1800,1,217,63,18.586313
2,1200,1800,2,38,0,85.89342
2,1200,1800,3,43,0,87.5207
2,1200,1800,4,50,0,97.6398
2,1200,1900,1,207,67,20.27029
2,1200,1900,2,53,0,66.08717
2,1200,1900,3,54,0,77.35648
2,1200,1900,4,51,0,96.672356
2,1200,2000,1,36,9,27.20139
2,1200,2000,2,45,0,62.522667
2,1200,2000,3,66,0,66.95485
2,1200,2000,4,60,0,92.035164
2,1200,2100,1,37,0,72.5127
2,1200,2100,2,46,0,65.11087
2,1200,2100,3,42,0,76.36047
2,1200,2100,4,51,0,92.90078
2,1200,2200,1,45,0,75.667336
2,1200,2200,2,50,1,63.201
2,1200,2200,3,42,1,66.51952
2,1200,2200,4,54,0,92.22222
2,1200,2300,1,48,0,70.66813
2,1200,2300,2,52,0,67.22577
2,1200,2300,3,42,0,68.015236
2,1200,2300,4,59,0,95.48135
2,1200,4200,1,33,0,110.89272
2,1200,4200,2,16,0,116.530624
2,1200,4200,3,25,0,112.1096
2,1200,4200,4,28,0,114.29214
2,1200,4300,1,27,0,101.09704
2,1200,4300,2,28,0,111.08785
2,1200,4300,3,19,0,112.5179
2,1200,4300,4,24,0,115.7475
2,1200,4400,1,89,3,46.68045
2,1200,4400,2,27,0,93.62148
2,1200,4400,3,31,0,99.53161
2,1200,4400,4,33,0,103.41545
2,1200,4500,1,22,0,45.59591
2,1200,4500,2,35,0,70.09286
2,1200,4500,3,37,0,91.32243
2,1200,4500,4,34,0,93.36059
2,1200,4600,1,32,0,47.707188
2,1200,4600,2,28,0,67.060005
2,1200,4600,3,27,0,93.54741
2,1200,4600,4,30,0,96.376
2,1350,1700,1,119,9,39.18067
2,1350,1700,2,15,0,106.07734
2,1350,1700,3,33,0,110.84849
2,1350,1700,4,29,0,107.892075
2,1350,1800,1,150,21,31.007399
2,1350,1800,2,25,0,104.014404
2,1350,1800,3,30,0,112.968
2,1350,1800,4,25,0,110.9784
2,1350,1900,1,141,14,35.650284
2,1350,1900,2,31,0,70.07291
2,1350,1900,3,32,0,109.13375
2,1350,1900,4,32,0,111.54531
2,1350,2000,1,23,0,41.61522
2,1350,2000,2,25,0,66.0088
2,1350,2000,3,35,0,104.24257
2,1350,2000,4,35,0,106.27029
2,1350,2100,1,17,0,63.867645
2,1350,2100,2,26,0,53.47923
2,1350,2100,3,34,0,107.70735
2,1350,2100,4,35,0,110.35686
2,1350,2200,1,23,0,65.82609
2,1350,2200,2,32,0,51.860626
2,1350,2200,3,33,0,113.33091
2,1350,2200,4,26,0,109.485
2,1350,2300,1,23,0,74.88
2,1350,2300,2,23,0,49.022175
2,1350,2300,3,34,0,110.10764
2,1350,2300,4,32,0,109.6225
2,1350,4200,1,34,0,111.64588
2,1350,4200,2,10,0,118.186
2,1350,4200,3,20,0,117.5235
2,1350,4200,4,20,0,114.8185
2,1350,4300,1,36,0,105.854164
2,1350,4300,2,14,0,115.39715
2,1350,4300,3,19,0,116.07578
2,1350,4300,4,15,0,117.06999
2,1350,4400,1,67,2,60.084774
2,1350,4400,2,21,0,100.72953
2,1350,4400,3,20,0,107.210495
2,1350,4400,4,16,0,113.75562
2,1350,4500,1,20,0,48.3675
2,1350,4500,2,16,0,90.03313
2,1350,4500,3,23,0,104.021736
2,1350,4500,4,24,0,109.5025
2,1350,4600,1,18,0,60.61722
2,1350,4600,2,16,0,93.21375
2,1350,4600,3,21,0,101.75191
2,1350,4600,4,17,0,109.42118
2,1500,1700,1,169,24,26.707514
2,1500,1700,2,30,0,84.68
2,1500,1700,3,30,0,98.777336
2,1500,1700,4,39,0,105.34846
2,1500,1800,1,184,42,22.436522
2,1500,1800,2,35,0,84.628
2,1500,1800,3,34,0,96.38853
2,1500,1800,4,33,0,111.421814
2,1500,1900,1,231,74,16.646017
2,1500,1900,2,36,0,71.65139
2,1500,1900,3,34,0,83.61411
2,1500,1900,4,47,0,99.6483
2,1500,2000,1,29,7,25.134827
2,1500,2000,2,29,2,64.3262
2,1500,2000,3,30,1,92.709335
2,1500,2000,4,44,0,96.7875
2,1500,2100,1,11,0,78.51
2,1500,2100,2,27,0,76.91148
2,1500,2100,3,24,0,96.27459
2,1500,2100,4,38,0,106.72763
2,1500,2200,1,16,0,72.6225
2,1500,2200,2,26,0,63.81577
2,1500,2200,3,35,0,99.09743
2,1500,2200,4,36,0,110.73806
2,1500,2300,1,27,0,67.57889
2,1500,2300,2,28,0,57.22286
2,1500,2300,3,30,0,90.34633
2,1500,2300,4,45,0,100.963554
2,1500,4200,1,20,0,114.809
2,1500,4200,2,9,0,119.706665
2,1500,4200,3,17,0,117.99294
2,1500,4200,4,14,0,111.936424
2,1500,4300,1,28,0,105.21715
2,1500,4300,2,14,0,114.52999
2,1500,4300,3,15,0,120.57333
2,1500,4300,4,15,0,118.652
2,1500,4400,1,54,1,54.59482
2,1500,4400,2,10,0,94.293
2,1500,4400,3,26,0,118.86192
2,1500,4400,4,14,0,113.90929
2,1500,4500,1,18,0,48.799446
2,1500,4500,2,15,0,83.61533
2,1500,4500,3,19,0,112.099464
2,1500,4500,4,15,0,114.95067
2,1500,4600,1,15,0,44.044
2,1500,4600,2,12,0,75.5
2,1500,4600,3,26,0,115.513466
2,1500,4600,4,16,0,114.87062
2,1650,1700,1,330,193,6.1141214
2,1650,1700,2,38,0,47.80763
2,1650,1700,3,45,0,79.96667
2,1650,1700,4,46,0,81.00174
2,1650,1800,1,295,176,8.096271
2,1650,1800,2,37,0,41.81054
2,1650,1800,3,37,0,79.19297
2,1650,1800,4,42,0,88.66571
2,1650,1900,1,263,133,11.193688
2,1650,1900,2,38,1,40.547634
2,1650,1900,3,43,0,77.01744
2,1650,1900,4,43,0,93.50233
2,1650,2000,1,41,18,22.340975
2,1650,2000,2,27,0,61.321114
2,1650,2000,3,27,0,79.46148
2,1650,2000,4,44,0,91.45954
2,1650,2100,1,19,0,71.304214
2,1650,2100,2,31,0,65.03194
2,1650,2100,3,32,0,82.89438
2,1650,2100,4,30,0,101.857666
2,1650,2200,1,31,0,79.97065
2,1650,2200,2,25,0,68.0024
2,1650,2200,3,28,0,80.71893
2,1650,2200,4,34,0,103.15706
2,1650,2300,1,26,0,71.00846
2,1650,2300,2,21,0,69.88619
2,1650,2300,3,24,0,97.18958
2,1650,2300,4,29,0,109.75793
2,1650,4200,1,21,0,110.830475
2,1650,4200,2,13,0,113.25615
2,1650,4200,3,15,0,121.29933
2,1650,4200,4,15,0,115.506
2,1650,4300,1,26,0,104.590004
2,1650,4300,2,10,0,116.718994
2,1650,4300,3,14,0,119.70571
2,1650,4300,4,13,0,120.409996
2,1650,4400,1,67,1,52.12418
2,1650,4400,2,22,0,87.722725
2,1650,4400,3,11,0,112.233635
2,1650,4400,4,20,0,117.539505
2,1650,4500,1,23,0,47.801308
2,1650,4500,2,22,0,72.23409
2,1650,4500,3,19,0,105.676315
2,1650,4500,4,18,0,115.38056
2,1650,4600,1,19,0,42.12421
2,1650,4600,2,24,0,74.36083
2,1650,4600,3,19,0,99.822105
2,1650,4600,4,15,0,118.678665
2,1800,1700,1,226,92,14.071062
2,1800,1700,2,29,0,64.93759
2,1800,1700,3,40,0,87.373245
2,1800,1700,4,38,0,87.64447
2,1800,1800,1,249,105,12.905944
2,1800,1800,2,48,0,65.034996
2,1800,1800,3,45,0,72.096
2,1800,1800,4,40,0,83.97025
2,1800,1900,1,226,90,15.599779
2,1800,1900,2,63,6,40.45254
2,1800,1900,3,62,4,56.212093
2,1800,1900,4,60,3,69.82133
2,1800,2000,1,39,18,19.84923
2,1800,2000,2,45,2,50.692886
2,1800,2000,3,42,0,74.30143
2,1800,2000,4,43,0,86.94046
2,1800,2100,1,22,0,71.81545
2,1800,2100,2,32,0,57.7775
2,1800,2100,3,35,0,82.40514
2,1800,2100,4,43,0,98.66186
2,1800,2200,1,31,0,76.97225
2,1800,2200,2,41,0,64.47439
2,1800,2200,3,31,0,87.01129
2,1800,2200,4,34,0,98.51941
2,1800,2300,1,32,0,77.291565
2,1800,2300,2,43,0,54.265114
2,1800,2300,3,37,0,80.287834
2,1800,2300,4,35,0,93.741425
2,1800,4200,1,23,0,107.58478
2,1800,4200,2,7,0,119.31572
2,1800,4200,3,20,0,123.84151
2,1800,4200,4,11,0,113.48182
2,1800,4300,1,28,0,101.41143
2,1800,4300,2,15,0,107.38734
2,1800,4300,3,16,0,123.02062
2,1800,4300,4,17,0,113.88
2,1800,4400,1,86,3,42.487095
2,1800,4400,2,26,0,51.763847
2,1800,4400,3,26,0,96.355385
2,1800,4400,4,20,0,109.576004
2,1800,4500,1,22,1,37.780003
2,1800,4500,2,38,0,50.030262
2,1800,4500,3,24,0,73.395836
2,1800,4500,4,24,0,94.41541
2,1800,4600,1,17,0,40.972942
2,1800,4600,2,24,0,46.27792
2,1800,4600,3,19,0,73.48631
2,1800,4600,4,22,0,98.101814
2,1950,1700,1,220,88,15.120682
2,1950,1700,2,13,0,74.066154
2,1950,1700,3,21,0,104.02619
2,1950,1700,4,26,0,107.49962
2,1950,1800,1,217,64,18.187466
2,1950,1800,2,16,1,60.389374
2,1950,1800,3,19,0,109.11895
2,1950,1800,4,27,0,108.52963
2,1950,1900,1,173,55,23.21081
2,1950,1900,2,38,1,50.330524
2,1950,1900,3,24,0,80.35042
2,1950,1900,4,31,0,99.383224
2,1950,2000,1,32,3,34.87875
2,1950,2000,2,28,0,50.184288
2,1950,2000,3,25,0,81.2464
2,1950,2000,4,37,0,89.85325
2,1950,2100,1,24,0,75.37708
2,1950,2100,2,32,0,54.439064
2,1950,2100,3,29,0,65.4238
2,1950,2100,4,35,0,93.165146
2,1950,2200,1,27,0,74.76963
2,1950,2200,2,43,0,52.075813
2,1950,2200,3,23,0,60.57087
2,1950,2200,4,30,0,94.916
2,1950,2300,1,29,0,74.50345
2,1950,2300,2,33,0,45.693638
2,1950,2300,3,26,0,75.44385
2,1950,2300,4,37,0,98.05811
2,1950,4200,1,27,0,114.972595
2,1950,4200,2,13,0,118.26
2,1950,4200,3,10,0,119.967
2,1950,4200,4,15,0,119.0
2,1950,4300,1,22,0,106.79318
2,1950,4300,2,11,0,115.99909
2,1950,4300,3,15,0,118.89333
2,1950,4300,4,9,0,123.31222
2,1950,4400,1,54,0,54.785553
2,1950,4400,2,19,0,101.81895
2,1950,4400,3,13,0,112.44231
2,1950,4400,4,13,0,120.198456
2,1950,4500,1,29,0,47.463104
2,1950,4500,2,16,0,92.45187
2,1950,4500,3,22,0,109.512726
2,1950,4500,4,21,0,113.31334
2,1950,4600,1,25,0,49.5508
2,1950,4600,2,16,0,86.835
2,1950,4600,3,23,0,100.3013
2,1950,4600,4,16,0,104.804375
2,2100,1700,1,263,117,11.696046
2,2100,1700,2,31,0,57.284836
2,2100,1700,3,41,0,84.45122
2,2100,1700,4,43,0,90.241394
2,2100,1800,1,257,111,13.164941
2,2100,1800,2,33,0,75.52969
2,2100,1800,3,30,0,89.926
2,2100,1800,4,34,0,97.55088
2,2100,1900,1,238,102,14.029622
2,2100,1900,2,37,0,77.305405
2,2100,1900,3,39,0,79.433586
2,2100,1900,4,39,0,100.55231
2,2100,2000,1,40,15,20.0865
2,2100,2000,2,30,0,72.57366
2,2100,2000,3,38,0,80.38474
2,2100,2000,4,32,0,99.23125
2,2100,2100,1,31,0,64.52484
2,2100,2100,2,30,0,59.738335
2,2100,2100,3,29,0,79.802414
2,2100,2100,4,40,0,95.55025
2,2100,2200,1,28,0,64.7275
2,2100,2200,2,37,0,58.12811
2,2100,2200,3,35,0,83.872856
2,2100,2200,4,33,0,101.64061
2,2100,2300,1,29,0,67.53034
2,2100,2300,2,34,0,56.55853
2,2100,2300,3,28,0,82.31214
2,2100,2300,4,32,0,101.50969
2,2100,4200,1,22,0,111.869995
2,2100,4200,2,11,0,114.329094
2,2100,4200,3,12,0,120.28
2,2100,4200,4,9,0,116.759995
2,2100,4300,1,19,0,103.39158
2,2100,4300,2,7,0,110.01714
2,2100,4300,3,12,0,126.569176
2,2100,4300,4,12,0,118.78167
2,2100,4400,1,45,0,56.517334
2,2100,4400,2,14,0,102.618576
2,2100,4400,3,12,0,120.095
2,2100,4400,4,16,0,116.22188
2,2100,4500,1,14,0,42.061428
2,2100,4500,2,10,0,104.717995
2,2100,4500,3,20,0,118.364
2,2100,4500,4,8,0,118.29625
2,2100,4600,1,17,0,49.04059
2,2100,4600,2,9,0,93.85222
2,2100,4600,3,9,0,120.909996
2,2100,4600,4,14,0,115.34499
2,2250,1700,1,247,88,13.558098
2,2250,1700,2,31,0,44.632904
2,2250,1700,3,35,0,90.938286
2,2250,1700,4,36,0,85.52361
2,2250,1800,1,251,93,13.65765
2,2250,1800,2,31,0,52.081615
2,2250,1800,3,32,0,94.142815
2,2250,1800,4,33,0,90.31576
2,2250,1900,1,202,60,18.692524
2,2250,1900,2,32,0,47.793438
2,2250,1900,3,37,0,79.187294
2,2250,1900,4,40,0,92.84925
2,2250,2000,1,30,9,27.030333
2,2250,2000,2,29,0,48.11207
2,2250,2000,3,29,0,80.599304
2,2250,2000,4,41,0,92.20634
2,2250,2100,1,17,0,58.763527
2,2250,2100,2,36,0,50.699722
2,2250,2100,3,26,0,82.12962
2,2250,2100,4,32,0,95.754684
2,2250,2200,1,18,0,63.59722
2,2250,2200,2,31,0,59.529034
2,2250,2200,3,27,0,79.71593
2,2250,2200,4,40,0,95.688
2,2250,2300,1,28,0,71.13572
2,2250,2300,2,28,0,53.047142
2,2250,2300,3,32,0,80.71344
2,2250,2300,4,34,0,96.845
2,2250,4200,1,22,0,109.876366
2,2250,4200,2,10,0,117.160995
2,2250,4200,3,15,0,118.94666
2,2250,4200,4,17,0,112.861176
2,2250,4300,1,30,0,99.629326
2,2250,4300,2,13,0,113.55769
2,2250,4300,3,20,0,117.93001
2,2250,4300,4,18,0,114.45166
2,2250,4400,1,57,0,57.826492
2,2250,4400,2,21,0,86.563805
2,2250,4400,3,16,0,112.70375
2,2250,4400,4,11,0,113.78364
2,2250,4500,1,26,0,43.540386
2,2250,4500,2,18,0,91.825
2,2250,4500,3,19,0,107.6279
2,2250,4500,4,20,0,111.5605
2,2250,4600,1,27,0,43.59222
2,2250,4600,2,13,0,87.74846
2,2250,4600,3,22,0,109.097725
2,2250,4600,4,19,0,106.97947
2,2400,1700,1,269,140,10.737583
2,2400,1700,2,31,0,39.681614
2,2400,1700,3,19,0,98.920525
2,2400,1700,4,31,0,101.713554
2,2400,1800,1,276,110,12.201485
2,2400,1800,2,27,1,41.143333
2,2400,1800,3,19,0,107.58894
2,2400,1800,4,24,0,98.80584
2,2400,1900,1,202,75,17.665792
2,2400,1900,2,24,0,45.431248
2,2400,1900,3,34,0,88.581764
2,2400,1900,4,28,0,101.12858
2,2400,2000,1,26,9,20.518461
2,2400,2000,2,28,1,53.11393
2,2400,2000,3,23,0,85.85739
2,2400,2000,4,26,0,96.346924
2,2400,2100,1,16,0,61.555
2,2400,2100,2,21,0,45.300953
2,2400,2100,3,25,0,93.047195
2,2400,2100,4,32,0,93.66125
