link,bin,seg,rows,stopped,mean_speed
2,1050,300,185,0,112.31027
2,1050,400,182,0,111.33775
2,1050,500,204,0,110.32588
2,1050,600,181,0,109.45828
2,1050,700,198,0,108.91394
2,1050,800,197,0,109.74782
2,1050,900,182,0,109.69181
2,1050,1000,198,0,109.244995
2,1050,1100,185,0,107.24291
2,1050,1200,199,0,100.86794
2,1050,1300,229,1,91.22996
2,1050,1400,267,9,72.508766
2,1050,1500,282,12,66.24933
2,1050,1600,338,52,52.360058
2,1050,1700,350,62,46.81314
2,1050,1800,455,118,37.46912
2,1050,1900,446,102,37.771545
2,1050,2000,199,7,69.38854
2,1050,2100,157,3,79.38509
2,1050,2200,149,0,82.1745
2,1050,2300,134,0,85.24873
2,1050,2400,161,0,85.86491
2,1050,2500,145,0,80.688484
2,1050,2600,156,0,83.80468
2,1050,2700,130,0,87.61323
2,1050,2800,131,0,100.63206
2,1050,2900,114,0,104.69623
2,1050,3000,108,0,108.308525
2,1050,3100,130,0,111.48154
2,1050,3200,118,0,106.88797
2,1050,3300,122,0,105.99057
2,1050,3400,119,0,107.99748
2,1050,3500,121,0,110.477356
2,1050,3600,115,0,109.46426
2,1050,3700,124,0,109.67854
2,1050,3800,126,0,110.29159
2,1050,3900,113,0,112.26248
2,1050,4000,114,0,112.05859
2,1050,4100,87,0,113.63896
2,1050,4200,74,0,113.409195
2,1050,4300,85,0,112.448
2,1050,4400,116,1,79.74802
2,1050,4500,106,0,94.57085
2,1050,4600,69,0,87.902756
2,1200,0,173,0,112.71745
2,1200,100,186,0,113.84817
2,1200,200,176,0,112.508125
2,1200,300,194,0,113.15114
2,1200,400,172,0,111.9146
2,1200,500,189,0,110.619675
2,1200,600,188,0,112.18409
2,1200,700,178,0,110.107475
2,1200,800,210,1,97.35081
2,1200,900,365,48,53.3832
2,1200,1000,571,117,32.29755
2,1200,1100,557,84,28.839443
2,1200,1200,506,77,30.851778
2,1200,1300,435,47,36.197517
2,1200,1400,396,42,39.866287
2,1200,1500,366,36,47.780846
2,1200,1600,347,46,44.8534
2,1200,1700,371,106,39.19253
2,1200,1800,368,103,42.27636
2,1200,1900,401,82,39.181522
2,1200,2000,195,7,67.18784
2,1200,2100,170,1,77.06583
2,1200,2200,201,0,72.37567
2,1200,2300,212,0,70.270096
2,1200,2400,194,0,71.90155
2,1200,2500,193,0,71.9672
2,1200,2600,195,0,73.08816
2,1200,2700,163,0,87.2689
2,1200,2800,140,0,97.00307
2,1200,2900,139,0,103.648705
2,1200,3000,130,0,103.418076
2,1200,3100,133,0,103.769775
2,1200,3200,126,0,108.08222
2,1200,3300,128,0,110.73609
2,1200,3400,122,0,113.01918
2,1200,3500,118,0,113.43492
2,1200,3600,129,0,112.74357
2,1200,3700,124,0,111.77589
2,1200,3800,130,0,113.91361
2,1200,3900,122,0,113.05738
2,1200,4000,119,0,114.49731
2,1200,4100,99,0,114.69384
2,1200,4200,87,0,111.89563
2,1200,4300,105,0,109.65305
2,1200,4400,153,2,77.18477
2,1200,4500,111,0,88.474144
2,1200,4600,109,0,83.22771
2,1350,0,181,0,111.3
2,1350,100,190,0,110.937416
2,1350,200,180,0,110.05445
2,1350,300,200,0,108.68035
2,1350,400,222,0,90.66581
2,1350,500,378,56,51.104576
2,1350,600,520,105,33.216576
2,1350,700,609,154,25.999819
2,1350,800,838,257,17.474009
2,1350,900,920,309,15.456478
2,1350,1000,896,256,15.737042
2,1350,1100,646,146,22.06421
2,1350,1200,563,158,25.546679
2,1350,1300,460,122,28.857979
2,1350,1400,339,69,39.780445
2,1350,1500,300,71,43.331264
2,1350,1600,293,67,44.88536
2,1350,1700,239,39,50.82477
2,1350,1800,287,61,45.235645
2,1350,1900,260,43,52.071537
2,1350,2000,120,2,79.24367
2,1350,2100,123,0,82.923744
2,1350,2200,118,0,82.257454
2,1350,2300,123,0,85.6013
2,1350,2400,127,0,77.55701
2,1350,2500,146,0,79.33096
2,1350,2600,133,0,80.838646
2,1350,2700,109,0,97.14367
2,1350,2800,104,0,106.32799
2,1350,2900,95,0,111.41147
2,1350,3000,95,0,113.970634
2,1350,3100,99,0,112.812126
2,1350,3200,103,0,113.20359
2,1350,3300,97,0,112.864426
2,1350,3400,94,0,112.369255
2,1350,3500,105,0,112.038666
2,1350,3600,89,0,114.27753
2,1350,3700,96,0,114.31073
2,1350,3800,99,0,115.0199
2,1350,3900,101,0,114.40326
2,1350,4000,108,0,112.74482
2,1350,4100,70,0,112.657005
2,1350,4200,78,0,116.800255
2,1350,4300,83,0,108.59409
2,1350,4400,157,4,63.20376
2,1350,4500,81,0,92.57333
2,1350,4600,64,0,93.644684
2,1500,0,262,13,68.93843
2,1500,100,349,28,52.788536
2,1500,200,442,65,37.575474
2,1500,300,651,166,24.008741
2,1500,400,812,249,17.956785
2,1500,500,788,206,18.133554
2,1500,600,830,196,17.758144
2,1500,700,830,258,17.072132
2,1500,800,814,206,17.849005
2,1500,900,833,235,17.993721
2,1500,1000,782,196,19.22913
2,1500,1100,636,123,23.811825
2,1500,1200,518,72,29.506138
2,1500,1300,505,103,30.51198
2,1500,1400,427,74,35.80609
2,1500,1500,350,55,44.377457
2,1500,1600,324,47,48.625523
2,1500,1700,318,77,41.492107
2,1500,1800,354,101,37.690056
2,1500,1900,368,101,37.52462
2,1500,2000,145,10,71.15138
2,1500,2100,112,0,87.24554
2,1500,2200,120,0,85.51442
2,1500,2300,128,0,79.565155
2,1500,2400,130,0,82.51538
2,1500,2500,130,0,78.07315
2,1500,2600,143,0,78.40707
2,1500,2700,118,0,89.82721
2,1500,2800,104,0,96.5574
2,1500,2900,103,0,104.28738
2,1500,3000,100,0,109.1708
2,1500,3100,90,0,110.584885
2,1500,3200,92,0,111.369675
2,1500,3300,83,0,112.85156
2,1500,3400,94,0,114.92053
2,1500,3500,88,0,115.22556
2,1500,3600,84,0,117.47536
2,1500,3700,82,0,114.93207
2,1500,3800,89,0,115.288765
2,1500,3900,71,0,114.88634
2,1500,4000,82,0,112.16964
2,1500,4100,66,0,114.89787
2,1500,4200,59,0,115.86966
2,1500,4300,65,0,116.02323
2,1500,4400,92,1,74.624245
2,1500,4500,71,0,91.28155
2,1500,4600,61,0,88.41656
2,1650,0,709,167,19.383892
2,1650,100,824,231,18.068192
2,1650,200,836,234,17.659283
2,1650,300,802,193,18.294239
2,1650,400,826,205,17.376755
2,1650,500,836,208,17.266315
2,1650,600,815,237,17.805117
2,1650,700,724,170,19.84953
2,1650,800,833,236,17.512905
2,1650,900,859,303,16.191723
2,1650,1000,879,254,15.7043915
2,1650,1100,700,198,18.1325
2,1650,1200,610,168,21.166426
2,1650,1300,502,140,26.41478
2,1650,1400,364,90,34.98412
2,1650,1500,351,102,34.455154
2,1650,1600,325,99,33.6752
2,1650,1700,299,113,33.30244
2,1650,1800,377,164,26.982546
2,1650,1900,398,191,25.093843
2,1650,2000,132,18,65.809395
2,1650,2100,91,0,93.14264
2,1650,2200,106,0,91.71066
2,1650,2300,107,0,93.37617
2,1650,2400,92,0,91.604675
2,1650,2500,106,0,94.76557
2,1650,2600,111,0,97.20549
2,1650,2700,86,0,100.843254
2,1650,2800,109,0,109.27523
2,1650,2900,76,0,109.919075
2,1650,3000,95,0,113.80727
2,1650,3100,92,0,113.42055
2,1650,3200,95,0,115.46905
2,1650,3300,94,0,114.54138
2,1650,3400,95,0,114.322525
2,1650,3500,93,0,114.525055
2,1650,3600,95,0,115.6401
2,1650,3700,89,0,115.261345
2,1650,3800,102,0,113.84774
2,1650,3900,101,0,112.64505
2,1650,4000,101,0,104.44961
2,1650,4100,93,0,108.26032
2,1650,4200,70,0,108.34029
2,1650,4300,89,0,98.3855
2,1650,4400,170,17,55.594883
2,1650,4500,87,0,84.71356
2,1650,4600,74,0,83.89878
2,1800,0,781,248,16.15178
2,1800,100,836,223,16.724903
2,1800,200,854,263,16.33089
2,1800,300,804,226,17.531181
2,1800,400,834,258,16.988632
2,1800,500,832,241,16.96649
2,1800,600,869,261,15.916191
2,1800,700,888,273,15.736104
2,1800,800,860,308,15.343873
2,1800,900,982,410,13.129541
2,1800,1000,971,355,13.396272
2,1800,1100,710,225,18.377577
2,1800,1200,659,227,19.315462
2,1800,1300,566,222,21.777119
2,1800,1400,590,282,19.735102
2,1800,1500,578,276,19.54988
2,1800,1600,538,304,19.289814
2,1800,1700,499,257,21.749578
2,1800,1800,452,204,23.370153
2,1800,1900,442,156,27.589025
2,1800,2000,146,15,62.632122
2,1800,2100,119,1,80.64756
2,1800,2200,127,0,78.92158
2,1800,2300,113,0,81.088585
2,1800,2400,109,0,83.00697
2,1800,2500,103,0,86.81194
2,1800,2600,95,0,92.40368
2,1800,2700,78,0,99.31911
2,1800,2800,88,0,108.01909
2,1800,2900,77,0,109.60844
2,1800,3000,82,0,112.531586
2,1800,3100,80,0,112.68025
2,1800,3200,73,0,114.109726
2,1800,3300,82,0,114.21879
2,1800,3400,75,0,112.79133
2,1800,3500,79,0,114.89139
2,1800,3600,84,0,112.42059
2,1800,3700,79,0,113.218735
2,1800,3800,83,0,110.16072
2,1800,3900,93,0,104.30226
2,1800,4000,118,13,66.63398
2,1800,4100,64,0,97.44594
2,1800,4200,64,0,107.879845
2,1800,4300,56,0,110.65339
2,1800,4400,98,3,76.68061
2,1800,4500,57,0,94.71106
2,1800,4600,47,0,93.621704
2,1950,0,809,257,15.292954
2,1950,100,817,252,16.952288
2,1950,200,850,267,16.079918
2,1950,300,888,309,14.669482
2,1950,400,891,291,14.885881
2,1950,500,944,330,13.528782
2,1950,600,956,353,13.032604
2,1950,700,892,312,14.582388
2,1950,800,937,406,13.530865
2,1950,900,957,436,12.57674
2,1950,1000,1006,428,11.96663
2,1950,1100,937,395,12.669797
2,1950,1200,777,311,15.027233
2,1950,1300,785,364,14.126063
2,1950,1400,751,357,14.873116
2,1950,1500,676,300,16.333256
2,1950,1600,508,207,20.805885
2,1950,1700,462,213,20.79472
2,1950,1800,443,201,22.350836
2,1950,1900,413,186,24.027554
2,1950,2000,134,20,56.543957
2,1950,2100,106,0,80.83566
2,1950,2200,102,0,74.58421
2,1950,2300,124,0,76.320244
2,1950,2400,122,0,67.63008
2,1950,2500,145,0,69.143585
2,1950,2600,126,0,71.39627
2,1950,2700,107,0,89.68355
2,1950,2800,97,0,101.32649
2,1950,2900,81,0,110.598885
2,1950,3000,83,0,114.126755
2,1950,3100,86,0,116.1736
2,1950,3200,76,0,116.1533
2,1950,3300,82,0,118.326454
2,1950,3400,79,0,117.722916
2,1950,3500,73,0,116.37109
2,1950,3600,92,0,116.80283
2,1950,3700,65,0,116.58877
2,1950,3800,103,0,106.753685
2,1950,3900,178,40,52.655727
2,1950,4000,607,438,11.883113
2,1950,4100,77,0,82.949875
2,1950,4200,60,0,97.43767
2,1950,4300,59,0,103.431526
2,1950,4400,79,0,92.36785
2,1950,4500,77,0,84.813896
2,1950,4600,75,0,83.8128
2,2100,0,843,260,14.678553
2,2100,100,899,293,14.416697
2,2100,200,921,316,14.03
2,2100,300,1016,401,12.38123
2,2100,400,1032,463,11.122461
2,2100,500,1039,448,11.165938
2,2100,600,1067,497,10.651246
2,2100,700,941,442,11.606185
2,2100,800,988,440,11.679899
2,2100,900,978,471,12.132915
2,2100,1000,970,433,12.2767315
2,2100,1100,922,397,13.300455
2,2100,1200,887,371,13.832953
2,2100,1300,795,305,15.490163
2,2100,1400,770,309,15.706442
2,2100,1500,740,307,15.549365
2,2100,1600,708,319,15.135593
2,2100,1700,557,236,18.619263
2,2100,1800,480,184,22.270292
2,2100,1900,422,129,25.984385
2,2100,2000,140,15,55.655857
2,2100,2100,109,0,73.301285
2,2100,2200,112,0,70.875984
2,2100,2300,120,0,71.30925
2,2100,2400,124,0,71.71443
2,2100,2500,119,0,64.96857
2,2100,2600,111,0,73.75243
2,2100,2700,83,0,88.60494
2,2100,2800,68,0,100.23118
2,2100,2900,71,0,107.43169
2,2100,3000,72,0,111.704865
2,2100,3100,61,0,111.87918
2,2100,3200,64,0,113.29813
2,2100,3300,67,0,113.69
2,2100,3400,66,0,116.74182
2,2100,3500,62,0,115.2392
2,2100,3600,76,0,115.15066
2,2100,3700,70,0,103.19343
2,2100,3800,164,34,46.550247
2,2100,3900,616,431,11.737499
2,2100,4000,723,546,8.019669
2,2100,4100,68,0,88.08235
2,2100,4200,52,0,101.35019
2,2100,4300,49,0,111.64245
2,2100,4400,71,0,89.78902
2,2100,4500,56,0,87.58071
2,2100,4600,52,0,85.7202
2,2250,0,923,409,11.016804
2,2250,100,1019,453,11.245584
2,2250,200,1006,459,11.145417
2,2250,300,1035,469,11.242744
2,2250,400,1024,438,11.981318
2,2250,500,1065,479,11.584713
2,2250,600,989,386,12.927462
2,2250,700,943,375,12.93228
2,2250,800,876,348,13.710799
2,2250,900,895,395,14.2388935
2,2250,1000,932,399,13.033637
2,2250,1100,894,404,13.256867
2,2250,1200,869,414,13.512555
2,2250,1300,888,421,12.510282
2,2250,1400,845,397,13.914402
2,2250,1500,840,394,14.274096
2,2250,1600,693,322,16.782036
2,2250,1700,568,280,18.453943
2,2250,1800,553,257,19.985912
2,2250,1900,603,289,19.31393
2,2250,2000,195,44,42.4221
2,2250,2100,126,0,67.46992
2,2250,2200,159,0,59.395782
2,2250,2300,150,0,58.365734
2,2250,2400,142,1,57.877537
2,2250,2500,129,0,60.612556
2,2250,2600,131,0,68.45206
2,2250,2700,102,0,86.11862
2,2250,2800,94,0,97.66213
2,2250,2900,80,0,104.58638
2,2250,3000,84,0,108.67512
2,2250,3100,84,0,111.12809
2,2250,3200,68,0,112.29514
2,2250,3300,78,0,114.85705
2,2250,3400,60,0,116.35633
2,2250,3500,68,0,117.60382
2,2250,3600,71,0,111.18465
2,2250,3700,81,0,87.00691
2,2250,3800,449,267,16.126616
2,2250,3900,826,657,7.8171673
2,2250,4000,849,666,7.4187517
2,2250,4100,51,0,90.500786
2,2250,4200,48,0,108.550415
2,2250,4300,40,0,110.817
2,2250,4400,60,0,102.713165
2,2250,4500,39,0,93.870514
2,2250,4600,54,0,95.08945
2,2400,0,853,310,13.938182
2,2400,100,957,369,12.740011
2,2400,200,987,382,12.600567
2,2400,300,962,347,12.880737
2,2400,400,990,375,12.502707
2,2400,500,971,371,12.645036
2,2400,600,1033,459,11.015062
2,2400,700,1036,473,11.225502
2,2400,800,1039,563,11.059769
2,2400,900,1128,646,9.62789
2,2400,1000,1003,510,10.8132
2,2400,1100,1014,526,10.346666
2,2400,1200,905,442,11.334397
2,2400,1300,929,511,10.552981
2,2400,1400,929,506,10.609322
2,2400,1500,788,392,12.898769
2,2400,1600,720,380,13.202389
2,2400,1700,630,345,14.067985
2,2400,1800,677,416,13.595776
2,2400,1900,713,467,11.002496
2,2400,2000,156,71,38.144806
2,2400,2100,81,1,81.31556
2,2400,2200,105,0,78.297714
2,2400,2300,115,0,68.722
2,2400,2400,142,0,65.78965
2,2400,2500,142,0,61.017673
2,2400,2600,128,1,65.74867
2,2400,2700,104,0,84.16106
2,2400,2800,88,0,97.46591
2,2400,2900,76,0,103.999344
2,2400,3000,79,0,107.70253
2,2400,3100,79,0,108.26848
2,2400,3200,84,0,103.90108
2,2400,3300,89,1,101.1254
2,2400,3400,93,0,103.33925
2,2400,3500,94,0,99.37883
2,2400,3600,252,95,41.66504
2,2400,3700,565,351,15.37577
2,2400,3800,810,561,8.791568
2,2400,3900,805,545,9.561006
2,2400,4000,795,536,9.464428
2,2400,4100,72,0,74.44888
2,2400,4200,62,0,92.286446
2,2400,4300,54,0,101.421486
2,2400,4400,91,0,80.06879
2,2400,4500,71,0,73.76282
2,2400,4600,72,0,81.73277
2,2550,0,974,419,11.023255
2,2550,100,1092,471,10.069707
2,2550,200,1046,462,10.111816
2,2550,300,1057,502,9.674191
2,2550,400,1076,517,9.61934
2,2550,500,1067,493,9.660844
2,2550,600,1045,473,10.147703
2,2550,700,986,480,11.1878805
2,2550,800,1155,690,8.446736
2,2550,900,1161,651,8.940672
2,2550,1000,1039,548,9.770674
2,2550,1100,962,516,11.000593
2,2550,1200,965,511,10.907804
2,2550,1300,906,429,12.785055
2,2550,1400,896,443,12.673538
2,2550,1500,838,435,12.777888
2,2550,1600,851,487,11.931657
2,2550,1700,1000,671,8.59976
2,2550,1800,967,651,8.823579
2,2550,1900,851,528,9.756239
2,2550,2000,159,53,38.16717
2,2550,2100,70,0,81.015144
2,2550,2200,75,0,80.4628
2,2550,2300,68,0,84.279854
2,2550,2400,69,0,87.87623
2,2550,2500,52,0,89.378265
2,2550,2600,79,0,91.30164
2,2550,2700,61,0,98.55606
2,2550,2800,60,0,111.67166
2,2550,2900,56,0,112.737144
2,2550,3000,60,0,116.6895
2,2550,3100,57,0,113.740005
2,2550,3200,58,0,118.38724
2,2550,3300,55,0,115.34927
2,2550,3400,56,0,115.119286
2,2550,3500,60,0,99.12516
2,2550,3600,391,243,17.370895
2,2550,3700,769,558,7.954643
2,2550,3800,839,644,7.531335
2,2550,3900,916,724,6.072544
2,2550,4000,898,693,6.5598106
2,2550,4100,65,0,72.564766
2,2550,4200,41,0,94.823906
2,2550,4300,45,0,105.330215
2,2550,4400,57,0,85.316315
2,2550,4500,52,0,84.03654
2,2550,4600,50,0,77.3604
2,2700,0,993,471,9.893333
2,2700,100,1069,486,10.372638
2,2700,200,1134,562,9.552875
2,2700,300,1164,634,8.628566
2,2700,400,1150,604,8.565878
2,2700,500,1068,555,10.025384
2,2700,600,1053,562,9.486552
2,2700,700,1051,569,9.304386
2,2700,800,999,528,10.448758
2,2700,900,1138,610,9.414297
2,2700,1000,1097,589,9.481167
2,2700,1100,935,504,10.118663
2,2700,1200,983,567,9.999736
2,2700,1300,964,580,9.662344
2,2700,1400,994,615,9.490252
2,2700,1500,953,585,10.055257
2,2700,1600,876,552,10.441381
2,2700,1700,977,632,9.166428
2,2700,1800,1076,654,8.478773
2,2700,1900,1170,663,8.308991
2,2700,2000,185,37,40.667835
2,2700,2100,107,0,70.269066
2,2700,2200,120,0,68.136
2,2700,2300,125,0,69.67144
2,2700,2400,118,0,71.376274
2,2700,2500,103,0,71.143684
