bin,32_rampL1_stoprows,32_rampL1_qtail,32_ramp_nonL1_stoprows,32_sig_qtail_min,32_sig_stoprows,32_sigL1_qtail,10482_stoprows,10482_rows,10490_stoprows,10490_rows,10481_stoprows,10481_rows,10491_stoprows,10491_rows,L2_2900-4092_stoprows,L2_0-2100_stoprows,31_rampL1_stoprows,31_rampL1_qtail,31_sig_qtail,31_sig_stoprows,10480_stoprows,68_rampL1_stoprows,68_rampL1_qtail,68_sig_qtail,68_sig_stoprows,10646_stoprows,10681_stoprows,69_rampL1_qtail,69_rampL1_stoprows,10644_stoprows,70_stoprows,10639_stoprows,rm_R_D_W,rm_R_D_E,rm_R_F_W,rm_R_F_E,g_SC1001_p1,g_SC1001_p3,g_SC1004_p1,g_SC1004_p3,cnt_32,qt_32,rc_R_D_W,rc_R_F_E,run
0,0,,0,1947.81005859375,3,1947.81005859375,0,32,0,14,,,0,10,,0,0.0,,,0,,,,,,,,,0.0,,,,,,,,,,,,,,,,nc
150,0,,0,1895.1600341796875,217,1895.1600341796875,0,217,0,83,0.0,34.0,1,119,0.0,4,0.0,,,0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,42.0,1948.072685,5.0,0.0,nc
300,0,,0,1275.8299560546875,767,1275.8299560546875,0,198,0,57,0.0,87.0,0,101,0.0,32,0.0,,,0,0.0,2.0,235.5500030517578,246.5500030517578,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,56.0,1947.982799,4.0,0.0,nc
450,0,,0,1717.800048828125,1324,1725.97998046875,0,155,0,58,0.0,112.0,0,153,0.0,106,0.0,,,0,0.0,1.0,239.38999938964844,,0.0,0.0,0.0,,0.0,12.0,0.0,0.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,68.0,1866.957856,9.0,1.0,nc
600,0,,0,1592.449951171875,2372,1602.3699951171875,0,206,0,37,0.0,107.0,1,186,0.0,57,0.0,,,0,0.0,1.0,310.7799987792969,238.5200042724609,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,95.0,1847.697486,5.0,1.0,nc
750,0,,0,1546.1500244140625,2978,1546.1500244140625,0,239,0,80,0.0,122.0,0,197,0.0,57,0.0,,,0,0.0,8.0,219.5399932861328,237.72000122070312,7.0,1.0,0.0,,0.0,0.0,0.0,0.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,141.0,1586.656243,6.0,0.0,nc
900,0,,0,1497.8199462890625,3738,1497.8199462890625,0,184,0,40,123.0,258.0,0,225,0.0,143,3.0,596.5599975585938,616.6699829101562,1,0.0,5.0,14.84000015258789,237.72000122070312,10.0,3.0,0.0,,0.0,0.0,70.0,0.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,160.0,1542.294705,6.0,2.0,nc
1050,0,,0,1446.8800048828125,4104,1448.9200439453125,0,255,0,95,484.0,753.0,27,245,0.0,363,1.0,623.989990234375,,0,0.0,10.0,207.5200042724609,7.650000095367432,1.0,0.0,0.0,,0.0,4.0,3.0,1.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,201.0,1497.823952,8.0,0.0,nc
1200,1,1273.6800537109375,0,1423.31005859375,4241,1425.5400390625,0,257,0,123,1236.0,1556.0,2,211,0.0,796,0.0,,616.739990234375,1,1.0,7.0,211.42999267578125,239.47000122070312,4.0,4.0,0.0,,0.0,9.0,63.0,9.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,212.0,1467.906059,12.0,1.0,nc
1350,1,1275.199951171875,0,1409.780029296875,4579,1409.780029296875,0,186,0,69,1880.0,2264.0,15,280,0.0,1915,0.0,,,0,0.0,12.0,205.7700042724609,5.300000190734863,4.0,0.0,0.0,1729.0899658203125,2.0,3.0,2.0,3.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,211.0,1450.858009,9.0,1.0,nc
1500,0,,0,1272.1400146484375,5064,1272.1400146484375,0,215,0,79,2283.0,2710.0,24,343,0.0,2581,0.0,,,0,0.0,61.0,155.75,164.0500030517578,18.0,0.0,0.0,,0.0,7.0,0.0,0.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,224.0,1420.759517,8.0,1.0,nc
1650,5,1274.3800048828125,0,1298.1700439453125,5394,1324.31005859375,0,205,0,91,2666.0,3073.0,73,359,0.0,3721,0.0,,,0,0.0,87.0,179.4499969482422,232.4600067138672,62.0,0.0,0.0,,0.0,0.0,0.0,10.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,237.0,1274.378382,6.0,2.0,nc
1800,38,1252.8199462890625,0,1271.9000244140625,5706,1271.9000244140625,0,255,0,99,3065.0,3534.0,112,361,13.0,5234,1.0,627.5,,0,0.0,20.0,197.6000061035156,201.2100067138672,29.0,1.0,0.0,1738.9100341796875,1.0,0.0,7.0,24.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,256.0,1352.72305,15.0,3.0,nc
1950,47,1250.469970703125,0,1293.0,5715,1293.0,0,231,0,63,3362.0,3751.0,250,508,478.0,6195,0.0,,,0,0.0,28.0,221.58999633789065,238.4600067138672,77.0,1.0,0.0,,0.0,0.0,4.0,28.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,247.0,1339.043589,16.0,4.0,nc
2100,86,1256.219970703125,0,1271.3900146484375,5808,1271.3900146484375,0,325,0,51,3254.0,3678.0,318,582,1011.0,7036,0.0,,,0,0.0,32.0,2.7300000190734863,246.1699981689453,28.0,0.0,0.0,1718.0799560546875,2.0,0.0,0.0,7.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,267.0,1345.772742,11.0,4.0,nc
2250,172,1211.3199462890625,1,1283.7099609375,5759,1287.9300537109375,0,250,0,52,3199.0,3671.0,459,691,1590.0,7832,0.0,,,0,0.0,65.0,4.159999847412109,218.88999938964844,52.0,2.0,0.0,,0.0,5.0,0.0,36.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,272.0,1288.000965,8.0,4.0,nc
2400,77,1250.550048828125,0,1270.3199462890625,5703,1270.3199462890625,0,221,0,115,3272.0,3688.0,340,649,2089.0,8861,0.0,,,0,12.0,42.0,182.41000366210935,239.1499938964844,37.0,0.0,2.0,1702.3199462890625,3.0,0.0,0.0,87.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,260.0,1362.527161,11.0,6.0,nc
2550,63,1255.4599609375,7,1285.8599853515625,5726,1285.8599853515625,0,309,0,51,3360.0,3738.0,386,611,2862.0,10430,0.0,,,0,5.0,68.0,2.400000095367432,237.97000122070312,39.0,0.0,0.0,1699.969970703125,1.0,10.0,19.0,152.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,260.0,1345.08204,15.0,8.0,nc
2700,48,1272.27001953125,0,1270.68994140625,5740,1270.68994140625,0,271,0,58,3322.0,3713.0,264,507,3246.0,11559,0.0,,,0,0.0,28.0,205.7100067138672,257.8399963378906,12.0,2.0,0.0,,0.0,0.0,0.0,30.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,250.0,1349.670606,13.0,8.0,nc
2850,181,1261.9100341796875,0,1270.469970703125,5668,1270.469970703125,0,231,0,57,3257.0,3736.0,392,689,3605.0,11972,0.0,,,0,2.0,16.0,13.529999732971191,237.9199981689453,15.0,0.0,0.0,1704.3199462890625,1.0,10.0,1.0,26.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,261.0,1312.661051,8.0,5.0,nc
3000,28,1274.7900390625,0,1271.530029296875,5758,1271.530029296875,0,139,0,44,3206.0,3750.0,267,614,3976.0,12249,2.0,620.030029296875,,0,24.0,14.0,227.7700042724609,242.8600006103516,24.0,1.0,0.0,,0.0,4.0,0.0,6.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,238.0,1356.640146,12.0,1.0,nc
3150,95,1254.280029296875,0,1271.5,5885,1271.5,0,260,0,33,3291.0,3781.0,357,612,3746.0,12266,1.0,364.3999938964844,,0,0.0,56.0,178.19000244140625,242.3000030517578,25.0,1.0,0.0,1729.5799560546875,1.0,5.0,6.0,4.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,260.0,1312.619624,8.0,2.0,nc
3300,102,1262.949951171875,0,1270.8699951171875,5798,1270.8699951171875,0,201,0,53,3379.0,3809.0,308,596,4064.0,12029,0.0,,,0,4.0,16.0,231.38999938964844,297.0299987792969,6.0,0.0,0.0,,0.0,0.0,4.0,26.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,260.0,1271.215946,5.0,3.0,nc
3450,31,1256.0400390625,0,1271.7099609375,5954,1271.7099609375,1,253,0,38,3370.0,3797.0,305,575,4354.0,11569,2.0,327.6600036621094,384.4800109863281,2,0.0,20.0,194.30999755859372,198.8999938964844,29.0,0.0,0.0,,0.0,0.0,13.0,7.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,261.0,1342.683323,10.0,4.0,nc
3600,110,1238.81005859375,0,1270.449951171875,6071,1270.449951171875,0,275,0,43,3232.0,3742.0,405,636,4442.0,10122,0.0,,,0,3.0,14.0,207.07000732421875,221.7400054931641,14.0,4.0,0.0,1728.6199951171875,1.0,6.0,15.0,1.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,278.0,1292.893257,10.0,1.0,nc
3750,63,1266.2099609375,0,1270.72998046875,5915,1270.72998046875,0,170,0,52,3240.0,3674.0,467,701,5094.0,9360,0.0,,,0,0.0,14.0,199.97000122070312,244.57000732421875,5.0,3.0,0.0,,0.0,0.0,91.0,15.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,261.0,1282.464101,5.0,2.0,nc
3900,55,1262.5699462890625,0,1269.27001953125,5867,1269.27001953125,0,185,0,40,3247.0,3671.0,257,494,6080.0,8384,0.0,,,0,0.0,8.0,212.8800048828125,193.97000122070312,6.0,0.0,0.0,,0.0,2.0,158.0,3.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,249.0,1329.60075,4.0,0.0,nc
4050,61,1266.3399658203125,1,1283.4000244140625,5636,1283.4000244140625,0,127,0,38,3394.0,3773.0,433,660,6835.0,7997,0.0,,,0,13.0,20.0,6.449999809265137,238.1000061035156,17.0,0.0,0.0,,0.0,0.0,2.0,26.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,241.0,1343.217297,7.0,3.0,nc
4200,50,1264.260009765625,0,1273.1400146484375,5489,1273.1400146484375,0,115,0,39,3272.0,3685.0,343,583,7585.0,8365,0.0,,,0,28.0,22.0,217.82000732421875,239.22999572753903,6.0,0.0,0.0,,0.0,0.0,0.0,2.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,232.0,1351.118895,7.0,1.0,nc
4350,71,1269.9300537109375,0,1270.6099853515625,5735,1270.6099853515625,0,191,0,44,3265.0,3680.0,253,549,8116.0,8506,0.0,,,0,3.0,18.0,6.829999923706055,237.97000122070312,6.0,0.0,0.0,,0.0,0.0,0.0,3.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,242.0,1329.11515,13.0,1.0,nc
4500,95,1283.780029296875,0,1270.4300537109375,5743,1270.4300537109375,0,203,0,32,3307.0,3696.0,338,610,8889.0,8216,4.0,373.0799865722656,,0,0.0,7.0,221.55999755859372,238.8699951171875,10.0,0.0,0.0,,0.0,0.0,9.0,4.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,256.0,1290.146196,6.0,3.0,nc
4650,18,1273.0999755859375,0,1270.4100341796875,5846,1270.4100341796875,0,128,0,16,3280.0,3672.0,240,537,9497.0,8300,0.0,,,0,0.0,5.0,218.88999938964844,238.0800018310547,5.0,0.0,0.0,,0.0,0.0,0.0,3.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,236.0,1343.327993,8.0,1.0,nc
4800,75,1264.47998046875,0,1271.7900390625,5992,1271.7900390625,0,133,0,25,3256.0,3658.0,473,712,10324.0,8080,0.0,,,0,0.0,1.0,343.6600036621094,,0.0,0.0,0.0,,0.0,0.0,3.0,3.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,250.0,1301.746277,8.0,2.0,nc
4950,66,1264.47998046875,13,1279.1600341796875,5915,1281.780029296875,0,123,0,49,3300.0,3705.0,412,621,10461.0,7472,0.0,,,0,0.0,25.0,212.58999633789065,228.33999633789065,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,246.0,1335.968845,5.0,2.0,nc
5100,60,1255.3699951171875,0,1272.0799560546875,5947,1272.0799560546875,0,136,0,28,3323.0,3730.0,281,545,11293.0,6264,0.0,,,0,0.0,22.0,4.769999980926514,240.19000244140625,3.0,0.0,0.0,,0.0,0.0,1.0,0.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,243.0,1337.089153,5.0,2.0,nc
5250,61,1262.22998046875,0,1270.3299560546875,5794,1270.3299560546875,0,81,0,42,3329.0,3751.0,408,606,12697.0,5629,0.0,,,0,0.0,8.0,231.8699951171875,237.9199981689453,19.0,5.0,0.0,,0.0,0.0,3.0,2.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,239.0,1345.501785,6.0,3.0,nc
0,0,,0,1947.81005859375,3,1947.81005859375,0,32,0,14,,,0,10,,0,0.0,,,0,,,,,,,,,0.0,,,,,,,,,,,,,,,,g1
150,0,,0,1895.1600341796875,217,1895.1600341796875,0,217,0,83,0.0,34.0,1,119,0.0,4,0.0,,,0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,42.0,1948.072685,5.0,0.0,g1
300,0,,0,1275.8299560546875,767,1275.8299560546875,0,198,0,57,0.0,87.0,0,101,0.0,32,0.0,,,0,0.0,2.0,235.5500030517578,246.5500030517578,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,56.0,1947.982799,4.0,0.0,g1
450,0,,0,1717.800048828125,1324,1725.97998046875,0,155,0,58,0.0,112.0,0,153,0.0,106,0.0,,,0,0.0,1.0,239.38999938964844,,0.0,0.0,0.0,,0.0,12.0,0.0,0.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,68.0,1866.957856,9.0,1.0,g1
600,0,,0,1592.449951171875,2372,1602.3699951171875,0,206,0,37,0.0,107.0,1,186,0.0,57,0.0,,,0,0.0,1.0,310.7799987792969,238.5200042724609,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,95.0,1847.697486,5.0,1.0,g1
750,0,,0,1546.1500244140625,2978,1546.1500244140625,0,239,0,80,0.0,122.0,0,197,0.0,57,0.0,,,0,0.0,8.0,219.5399932861328,237.72000122070312,7.0,1.0,0.0,,0.0,0.0,0.0,0.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,141.0,1586.656243,6.0,0.0,g1
900,0,,0,1497.77001953125,3102,1497.77001953125,0,183,0,41,123.0,257.0,0,243,0.0,148,0.0,,,0,1.0,2.0,240.1199951171875,246.0800018310547,5.0,0.0,0.0,,0.0,0.0,35.0,0.0,1800.0,1800.0,1800.0,1800.0,22.0,70.66666666666666,22.0,70.66666666666666,160.0,1542.294705,6.0,2.0,g1
1050,1,1267.5999755859375,0,1271.3900146484375,2862,1271.3900146484375,0,253,0,90,230.0,476.0,7,206,0.0,298,0.0,,,0,0.0,9.0,228.9199981689453,234.1999969482422,9.0,0.0,0.0,,0.0,3.0,24.0,0.0,1695.6118222165787,1800.0,1800.0,1800.0,24.0,69.44827586206897,20.0,71.88505747126437,172.0,1498.955727,9.0,0.0,g1
1200,0,,0,1474.6099853515625,2796,1474.6099853515625,0,257,0,125,589.0,955.0,1,264,0.0,663,0.0,,,0,0.0,2.0,311.3299865722656,305.989990234375,3.0,0.0,0.0,,0.0,5.0,1.0,0.0,1800.0,1800.0,1800.0,1800.0,24.0,69.44827586206897,20.0,71.88505747126436,170.0,1504.380726,13.0,3.0,g1
1350,0,,0,1473.3499755859375,2965,1482.800048828125,0,186,0,70,861.0,1266.0,11,333,0.0,1767,0.0,,,0,0.0,8.0,235.1199951171875,322.7099914550781,16.0,4.0,0.0,1729.0899658203125,2.0,11.0,1.0,1.0,1800.0,1800.0,1800.0,1800.0,24.0,69.44827586206897,20.0,71.88505747126436,166.0,1500.310716,7.0,1.0,g1
1500,0,,0,1271.8299560546875,3107,1271.8299560546875,81,319,0,92,1227.0,1635.0,9,313,0.0,2157,1.0,357.3999938964844,352.739990234375,1,19.0,34.0,185.6499938964844,238.8500061035156,8.0,42.0,1.0,,0.0,7.0,0.0,2.0,498.4054061416841,1800.0,1800.0,1031.594593858316,23.0,72.40229885057471,20.0,71.88505747126436,174.0,1483.804606,7.0,0.0,g1
1650,0,,0,1472.77001953125,3019,1474.6500244140625,20,236,0,100,1334.0,1820.0,3,228,0.0,3161,0.0,,,0,5.0,17.0,5.139999866485596,238.3800048828125,6.0,6.0,0.0,,0.0,1.0,5.0,10.0,798.4054061416841,1800.0,1800.0,1331.594593858316,23.0,72.40229885057471,20.0,71.88505747126436,166.0,1504.171015,12.0,4.0,g1
1800,0,,0,1272.68994140625,2739,1272.68994140625,11,277,0,134,1294.0,1830.0,1,253,0.0,4040,1.0,612.7100219726562,,0,6.0,5.0,239.6100006103516,235.6100006103516,4.0,1.0,0.0,1738.9100341796875,1.0,6.0,20.0,2.0,1098.405406141684,1800.0,1800.0,1631.594593858316,23.0,72.40229885057471,20.0,71.88505747126436,158.0,1505.562086,17.0,3.0,g1
1950,0,,0,1494.739990234375,2729,1505.1400146484375,0,234,0,91,1377.0,1910.0,2,198,0.0,5125,0.0,,,0,1.0,23.0,201.4600067138672,238.25999450683597,12.0,1.0,0.0,,0.0,2.0,0.0,6.0,1398.405406141684,1800.0,1800.0,1800.0,23.0,72.40229885057471,20.0,71.88505747126436,157.0,1520.966713,15.0,4.0,g1
2100,0,,0,1485.1600341796875,2854,1485.1600341796875,714,985,23,86,1287.0,1760.0,2,139,0.0,5935,0.0,,614.969970703125,2,135.0,32.0,218.0,238.7100067138672,27.0,302.0,7.0,1718.0799560546875,2.0,127.0,0.0,23.0,0.0,474.8369280968199,727.7446078547703,237.41846404840996,23.0,74.6247876061969,20.0,71.88505747126436,170.0,1513.556835,12.0,1.0,g1
