time_s,network_n,FW_E_n,FW_W_n
535.1,2804,632,574
540.1,2822,631,573
545.1,2851,636,575
550.1,2861,643,569
555.1,2880,654,570
560.1,2884,654,569
565.1,2885,650,566
570.1,2887,651,565
575.1,2899,654,565
580.1,2909,650,570
585.1,2918,641,575
590.1,2921,642,582
595.1,2928,642,583
600.1,2924,648,583
605.1,2935,648,590
610.1,2957,651,596
615.1,2966,656,604
620.1,2981,662,608
625.1,2993,668,605
630.1,2994,667,602
635.1,3003,670,600
640.1,3018,679,594
645.1,3019,688,594
650.1,2998,685,584
655.1,2984,679,582
660.1,2970,673,582
665.1,2984,680,586
670.1,2992,682,580
675.1,2989,676,575
680.1,2996,672,573
685.1,3004,675,565
690.1,3023,674,570
695.1,3053,675,571
700.1,3065,668,571
705.1,3059,665,572
710.1,3088,669,579
715.1,3085,668,577
720.1,3090,666,578
725.1,3094,659,577
730.1,3092,668,571
735.1,3108,675,573
740.1,3116,682,578
745.1,3129,688,579
750.1,3130,691,583
755.1,3141,691,585
760.1,3147,692,585
765.1,3149,693,586
770.1,3157,699,587
775.1,3153,703,579
780.1,3173,713,579
785.1,3183,715,576
790.1,3183,718,575
795.1,3174,716,572
800.1,3163,715,567
805.1,3149,716,560
810.1,3143,707,555
815.1,3138,697,554
820.1,3138,693,547
825.1,3138,690,549
830.1,3139,684,553
835.1,3141,689,554
840.1,3147,686,553
845.1,3155,685,559
850.1,3168,683,559
855.1,3183,686,560
860.1,3189,688,555
865.1,3191,692,551
870.1,3208,695,548
875.1,3212,695,541
880.1,3203,692,534
885.1,3194,693,533
890.1,3193,683,539
895.1,3184,678,538
900.1,3187,682,543
905.1,3196,679,542
910.1,3209,683,540
915.1,3220,686,539
920.1,3233,686,537
925.1,3244,689,540
930.1,3251,698,546
935.1,3245,700,549
940.1,3251,706,557
945.1,3261,717,561
950.1,3264,713,563
955.1,3282,709,569
960.1,3291,709,573
965.1,3306,712,575
970.1,3321,719,567
975.1,3336,726,568
980.1,3363,730,566
985.1,3374,729,558
990.1,3405,727,562
995.1,3409,727,554
1000.1,3425,719,552
1005.1,3432,715,550
1010.1,3449,715,544
1015.1,3468,719,546
1020.1,3495,724,546
1025.1,3517,726,547
1030.1,3535,728,543
1035.1,3556,734,547
1040.1,3558,734,546
1045.1,3597,749,553
1050.1,3608,763,554
1055.1,3604,762,554
1060.1,3612,758,558
1065.1,3628,766,560
1070.1,3631,766,557
1075.1,3639,764,559
1080.1,3651,760,568
1085.1,3677,764,565
1090.1,3702,770,563
1095.1,3702,768,564
1100.1,3697,766,560
1105.1,3700,766,554
1110.1,3716,771,552
1115.1,3727,777,555
1120.1,3733,786,552
1125.1,3741,785,558
1130.1,3744,790,565
1135.1,3750,788,562
1140.1,3754,782,563
1145.1,3760,784,560
1150.1,3773,781,567
1155.1,3793,783,576
1160.1,3799,785,580
1165.1,3819,785,580
1170.1,3823,782,576
1175.1,3842,780,579
1180.1,3871,779,578
1185.1,3897,787,576
1190.1,3909,787,578
1195.1,3919,792,575
1200.1,3937,792,580
1205.1,3956,801,588
1210.1,3978,811,591
1215.1,3987,816,594
1220.1,3979,819,587
1225.1,3998,825,581
1230.1,4000,821,582
1235.1,4008,816,588
1240.1,4017,825,594
1245.1,4018,824,603
1250.1,4022,825,608
1255.1,4020,830,605
1260.1,4034,829,609
1265.1,4043,838,609
1270.1,4056,844,608
1275.1,4085,844,610
1280.1,4095,848,616
1285.1,4107,861,623
1290.1,4124,872,626
1295.1,4134,879,626
1300.1,4164,883,632
1305.1,4190,896,631
1310.1,4201,909,624
1315.1,4205,911,624
1320.1,4235,914,630
1325.1,4243,913,634
1330.1,4254,910,639
1335.1,4278,915,631
1340.1,4292,915,628
1345.1,4300,917,620
1350.1,4306,917,621
1355.1,4311,921,615
1360.1,4313,920,612
1365.1,4306,921,616
1370.1,4320,923,620
1375.1,4320,927,628
1380.1,4326,936,631
1385.1,4346,936,637
1390.1,4361,935,640
1395.1,4357,936,638
1400.1,4378,943,643
1405.1,4375,942,649
1410.1,4370,942,647
1415.1,4381,945,644
1420.1,4391,945,650
1425.1,4403,943,651
1430.1,4423,942,650
1435.1,4431,942,648
1440.1,4436,944,643
1445.1,4444,949,639
1450.1,4461,954,641
1455.1,4473,951,638
1460.1,4481,951,640
1465.1,4483,964,641
1470.1,4485,971,637
1475.1,4489,980,634
1480.1,4508,983,634
1485.1,4507,982,635
1490.1,4505,985,629
1495.1,4510,988,628
1500.1,4505,991,630
1505.1,4511,1002,627
1510.1,4527,1000,632
1515.1,4530,998,631
1520.1,4531,995,630
1525.1,4550,994,634
1530.1,4570,999,639
1535.1,4590,1003,650
1540.1,4594,1010,649
1545.1,4592,1014,647
1550.1,4613,1020,651
1555.1,4610,1021,657
1560.1,4610,1015,668
1565.1,4609,1012,667
1570.1,4623,1009,662
1575.1,4612,1005,656
1580.1,4618,1008,657
1585.1,4636,1011,653
1590.1,4657,1007,658
1595.1,4665,1006,657
1600.1,4671,1002,654
1605.1,4682,1004,650
1610.1,4689,1002,648
1615.1,4704,1008,649
1620.1,4724,1004,656
1625.1,4732,1002,662
1630.1,4733,999,669
1635.1,4736,1002,667
1640.1,4745,998,660
1645.1,4761,1000,659
1650.1,4762,997,657
1655.1,4769,1002,663
1660.1,4783,993,666
1665.1,4792,996,663
1670.1,4798,997,657
1675.1,4804,993,662
1680.1,4812,994,660
1685.1,4822,1001,658
1690.1,4814,1003,651
1695.1,4813,1002,655
1700.1,4822,1009,659
1705.1,4811,1007,659
1710.1,4822,1007,660
1715.1,4828,1009,650
1720.1,4843,1018,652
1725.1,4848,1019,648
1730.1,4838,1020,648
1735.1,4852,1020,657
1740.1,4874,1022,656
1745.1,4882,1017,655
1750.1,4886,1015,650
1755.1,4883,1014,652
1760.1,4881,1013,655
1765.1,4872,1008,660
1770.1,4877,1007,659
1775.1,4881,1010,658
1780.1,4879,1003,668
1785.1,4886,997,665
1790.1,4896,1003,664
1795.1,4905,1006,667
1800.1,4906,1013,658
1805.1,4902,1019,642
1810.1,4907,1030,632
1815.1,4911,1035,637
1820.1,4915,1029,640
1825.1,4928,1025,645
1830.1,4936,1026,645
1835.1,4952,1023,651
1840.1,4959,1021,660
1845.1,4955,1016,656
1850.1,4943,1015,651
1855.1,4944,1014,644
1860.1,4933,1006,636
1865.1,4941,1005,644
1870.1,4934,1003,646
1875.1,4952,1004,655
1880.1,4964,1016,663
1885.1,4965,1023,664
1890.1,4992,1028,671
1895.1,5007,1026,663
1900.1,5021,1035,660
1905.1,5046,1047,656
1910.1,5050,1052,646
1915.1,5034,1054,642
1920.1,5042,1052,631
1925.1,5047,1058,631
1930.1,5037,1058,629
1935.1,5034,1057,626
1940.1,5050,1057,629
1945.1,5046,1053,627
1950.1,5029,1047,620
1955.1,5018,1048,611
1960.1,5029,1046,614
1965.1,5045,1052,616
1970.1,5048,1052,621
1975.1,5053,1055,630
1980.1,5074,1063,631
1985.1,5088,1064,635
1990.1,5101,1069,642
1995.1,5097,1074,646
2000.1,5108,1077,645
2005.1,5101,1074,646
2010.1,5106,1074,642
2015.1,5105,1069,637
2020.1,5103,1067,627
2025.1,5113,1060,627
2030.1,5122,1056,626
2035.1,5129,1054,629
2040.1,5134,1050,636
2045.1,5143,1048,643
2050.1,5156,1040,647
2055.1,5170,1041,652
2060.1,5173,1037,652
2065.1,5173,1031,642
2070.1,5171,1021,644
2075.1,5180,1022,644
2080.1,5182,1024,639
2085.1,5175,1029,644
2090.1,5154,1030,639
2095.1,5145,1033,640
2100.1,5136,1030,641
2105.1,5131,1035,641
2110.1,5141,1038,639
2115.1,5142,1036,640
2120.1,5157,1031,640
2125.1,5164,1038,635
2130.1,5183,1041,632
2135.1,5184,1039,636
2140.1,5198,1039,638
2145.1,5195,1038,640
2150.1,5205,1033,644
2155.1,5223,1039,643
2160.1,5227,1036,648
2165.1,5229,1029,643
2170.1,5246,1031,649
2175.1,5255,1031,647
2180.1,5261,1031,639
2185.1,5239,1033,643
2190.1,5256,1036,639
2195.1,5269,1034,645
2200.1,5288,1032,647
2205.1,5287,1031,644
2210.1,5292,1032,643
2215.1,5284,1038,642
2220.1,5293,1031,643
2225.1,5299,1030,646
2230.1,5302,1027,642
2235.1,5309,1028,649
2240.1,5312,1019,659
2245.1,5300,1026,667
2250.1,5266,1021,674
2255.1,5265,1026,688
2260.1,5263,1032,684
2265.1,5262,1035,689
2270.1,5265,1038,686
2275.1,5248,1033,679
2280.1,5252,1035,669
2285.1,5252,1039,667
2290.1,5249,1038,662
2295.1,5241,1035,662
2300.1,5242,1032,662
2305.1,5250,1029,667
2310.1,5251,1030,670
2315.1,5263,1032,680
2320.1,5271,1036,679
2325.1,5295,1037,682
2330.1,5309,1036,677
2335.1,5323,1038,677
2340.1,5319,1043,679
2345.1,5326,1040,678
2350.1,5341,1040,685
2355.1,5350,1042,687
2360.1,5365,1044,692
2365.1,5367,1040,689
2370.1,5370,1037,689
2375.1,5375,1037,691
2380.1,5385,1036,689
2385.1,5387,1038,695
2390.1,5377,1038,685
2395.1,5360,1034,684
2400.1,5340,1031,682
2405.1,5312,1031,681
2410.1,5309,1028,680
2415.1,5281,1031,682
2420.1,5258,1029,679
2425.1,5255,1033,686
2430.1,5243,1039,688
2435.1,5256,1046,684
2440.1,5240,1041,679
2445.1,5225,1045,668
2450.1,5215,1041,660
2455.1,5206,1038,659
2460.1,5211,1037,659
2465.1,5233,1044,660
2470.1,5248,1043,663
2475.1,5267,1040,665
2480.1,5290,1043,668
2485.1,5307,1044,666
2490.1,5322,1041,677
2495.1,5334,1035,679
2500.1,5352,1035,682
2505.1,5371,1035,688
2510.1,5373,1031,693
2515.1,5375,1027,685
2520.1,5392,1025,682
2525.1,5400,1027,681
2530.1,5391,1027,676
2535.1,5381,1024,672
2540.1,5367,1018,662
2545.1,5338,1011,655
2550.1,5318,1009,661
2555.1,5293,1012,667
2560.1,5292,1018,672
2565.1,5286,1014,679
2570.1,5286,1014,678
2575.1,5301,1017,677
2580.1,5285,1022,665
2585.1,5284,1021,660
2590.1,5266,1019,659
2595.1,5253,1028,662
2600.1,5267,1032,673
2605.1,5270,1030,678
2610.1,5268,1032,678
2615.1,5264,1028,682
2620.1,5274,1022,688
2625.1,5303,1023,698
2630.1,5318,1026,705
2635.1,5336,1031,711
2640.1,5345,1029,717
2645.1,5356,1032,714
2650.1,5359,1039,704
2655.1,5364,1040,701
2660.1,5374,1036,692
2665.1,5368,1036,685
2670.1,5387,1028,691
2675.1,5384,1025,690
2680.1,5398,1024,689
2685.1,5408,1019,690
2690.1,5411,1017,694
2695.1,5412,1026,700
2700.1,5399,1029,696
2705.1,5404,1032,697
2710.1,5410,1031,694
2715.1,5405,1038,697
2720.1,5393,1044,699
2725.1,5383,1044,703
2730.1,5378,1043,706
2735.1,5368,1043,707
2740.1,5359,1043,696
2745.1,5341,1042,700
2750.1,5321,1048,703
2755.1,5308,1052,700
2760.1,5296,1054,697
2765.1,5299,1053,692
2770.1,5303,1049,688
2775.1,5312,1049,683
2780.1,5328,1051,686
2785.1,5345,1057,690
2790.1,5351,1059,685
2795.1,5373,1064,691
2800.1,5371,1070,687
2805.1,5374,1069,685
2810.1,5381,1065,688
2815.1,5384,1066,686
2820.1,5390,1065,686
2825.1,5389,1067,688
2830.1,5390,1070,688
2835.1,5389,1071,691
2840.1,5381,1069,694
2845.1,5372,1068,697
2850.1,5353,1065,696
2855.1,5342,1068,697
2860.1,5343,1072,702
2865.1,5348,1073,704
2870.1,5352,1084,711
2875.1,5359,1094,708
2880.1,5340,1094,710
2885.1,5315,1092,710
2890.1,5302,1095,711
2895.1,5296,1093,708
2900.1,5276,1086,706
2905.1,5267,1087,704
2910.1,5261,1083,711
2915.1,5264,1089,718
2920.1,5274,1098,716
2925.1,5298,1093,714
2930.1,5306,1091,721
2935.1,5311,1095,719
2940.1,5320,1095,721
2945.1,5315,1090,716
2950.1,5326,1087,713
2955.1,5340,1087,707
2960.1,5355,1089,702
2965.1,5352,1086,705
2970.1,5370,1082,708
2975.1,5363,1075,713
2980.1,5353,1079,715
2985.1,5361,1083,713
2990.1,5359,1088,708
2995.1,5352,1095,701
3000.1,5332,1093,688
3005.1,5323,1096,680
3010.1,5291,1086,670
3015.1,5266,1087,661
3020.1,5243,1089,658
3025.1,5224,1092,656
3030.1,5220,1095,654
3035.1,5223,1093,657
3040.1,5223,1096,661
3045.1,5198,1097,662
3050.1,5185,1094,671
3055.1,5166,1095,667
3060.1,5183,1094,675
3065.1,5190,1096,677
3070.1,5192,1096,672
3075.1,5197,1095,678
3080.1,5207,1101,688
3085.1,5223,1110,694
3090.1,5236,1111,696
3095.1,5256,1112,697
3100.1,5259,1117,685
3105.1,5273,1118,691
3110.1,5281,1123,683
3115.1,5290,1121,683
3120.1,5288,1118,679
3125.1,5285,1120,666
3130.1,5282,1118,665
3135.1,5280,1120,661
3140.1,5287,1120,653
3145.1,5279,1120,649
3150.1,5269,1117,649
3155.1,5269,1116,642
3160.1,5268,1124,640
3165.1,5266,1136,647
3170.1,5266,1142,656
3175.1,5269,1138,671
3180.1,5262,1144,673
3185.1,5272,1153,673
3190.1,5281,1160,676
3195.1,5254,1157,678
3200.1,5240,1156,678
3205.1,5222,1154,679
3210.1,5195,1148,670
3215.1,5180,1154,663
3220.1,5179,1151,662
3225.1,5196,1145,668
3230.1,5187,1142,672
3235.1,5168,1136,669
3240.1,5171,1130,671
3245.1,5184,1132,672
3250.1,5193,1127,678
3255.1,5210,1128,678
3260.1,5226,1134,670
3265.1,5242,1137,665
3270.1,5246,1136,660
3275.1,5256,1142,655
3280.1,5271,1146,652
3285.1,5275,1150,654
3290.1,5262,1149,646
3295.1,5266,1153,651
3300.1,5260,1147,651
3305.1,5253,1144,645
3310.1,5234,1146,644
3315.1,5229,1151,648
3320.1,5225,1148,650
3325.1,5230,1143,657
3330.1,5219,1144,660
3335.1,5222,1149,663
3340.1,5233,1156,665
3345.1,5236,1154,669
3350.1,5241,1160,675
3355.1,5238,1163,677
3360.1,5231,1159,672
3365.1,5232,1158,673
3370.1,5224,1153,663
3375.1,5241,1157,659
3380.1,5244,1158,653
3385.1,5245,1160,649
3390.1,5248,1161,645
3395.1,5249,1159,645
3400.1,5244,1154,645
3405.1,5241,1155,639
3410.1,5269,1147,638
3415.1,5288,1149,643
3420.1,5295,1152,647
3425.1,5300,1141,660
3430.1,5311,1137,662
3435.1,5329,1144,660
3440.1,5330,1154,665
3445.1,5318,1154,656
3450.1,5326,1157,659
3455.1,5330,1154,659
3460.1,5334,1150,659
3465.1,5324,1146,658
3470.1,5328,1142,657
3475.1,5319,1144,657
3480.1,5317,1144,662
3485.1,5308,1146,664
3490.1,5290,1147,661
3495.1,5273,1147,657
3500.1,5260,1146,656
3505.1,5253,1153,659
3510.1,5258,1166,661
3515.1,5254,1167,656
3520.1,5249,1168,649
3525.1,5243,1166,643
3530.1,5238,1171,645
3535.1,5227,1168,648
3540.1,5237,1165,654
3545.1,5240,1165,660
3550.1,5247,1161,662
3555.1,5252,1156,668
3560.1,5258,1147,662
3565.1,5267,1149,660
3570.1,5275,1148,654
3575.1,5285,1145,652
3580.1,5301,1145,642
3585.1,5309,1144,637
3590.1,5314,1142,642
3595.1,5323,1142,651
3600.1,5328,1135,656
3605.1,5331,1135,661
3610.1,5339,1142,661
3615.1,5344,1145,664
3620.1,5338,1148,668
3625.1,5324,1148,678
3630.1,5315,1148,682
3635.1,5310,1147,688
3640.1,5296,1148,681
3645.1,5272,1145,679
3650.1,5269,1147,675
3655.1,5248,1148,674
3660.1,5231,1149,670
3665.1,5230,1142,669
3670.1,5224,1138,666
3675.1,5227,1139,666
3680.1,5220,1137,665
3685.1,5207,1135,671
3690.1,5217,1133,667
3695.1,5214,1134,666
3700.1,5211,1139,670
3705.1,5194,1138,668
3710.1,5197,1136,662
3715.1,5194,1145,660
3720.1,5201,1148,655
3725.1,5216,1147,654
3730.1,5218,1138,663
3735.1,5229,1141,662
3740.1,5228,1139,661
3745.1,5219,1135,667
3750.1,5226,1130,672
3755.1,5217,1121,677
3760.1,5227,1120,686
3765.1,5222,1122,692
3770.1,5234,1131,696
3775.1,5227,1133,691
3780.1,5223,1130,689
3785.1,5222,1123,690
3790.1,5209,1120,689
3795.1,5199,1132,693
3800.1,5190,1128,694
3805.1,5176,1130,685
3810.1,5162,1131,689
3815.1,5147,1127,695
3820.1,5126,1124,696
3825.1,5118,1122,701
3830.1,5110,1123,695
3835.1,5099,1122,688
3840.1,5101,1122,690
3845.1,5091,1122,688
3850.1,5088,1122,686
3855.1,5091,1127,686
3860.1,5081,1124,684
3865.1,5070,1120,686
3870.1,5075,1110,696
3875.1,5071,1103,703
3880.1,5065,1096,709
3885.1,5088,1095,714
3890.1,5084,1091,717
3895.1,5081,1089,728
3900.1,5070,1084,734
3905.1,5066,1082,742
3910.1,5055,1079,749
3915.1,5055,1082,744
3920.1,5040,1079,740
3925.1,5035,1079,746
3930.1,5040,1078,757
3935.1,5039,1069,762
3940.1,5032,1064,767
3945.1,5033,1069,772
3950.1,5040,1068,778
3955.1,5023,1078,775
3960.1,5035,1078,779
3965.1,5029,1079,776
3970.1,5023,1072,783
3975.1,5016,1068,780
3980.1,5012,1073,780
3985.1,5008,1078,778
3990.1,5009,1076,774
3995.1,5016,1075,778
4000.1,5025,1074,780
4005.1,5037,1082,782
4010.1,5045,1085,782
4015.1,5043,1085,782
4020.1,5034,1088,783
4025.1,5039,1088,792
4030.1,5032,1089,797
4035.1,5047,1095,792
4040.1,5070,1090,801
4045.1,5062,1087,806
4050.1,5068,1084,808
4055.1,5061,1085,803
4060.1,5051,1085,806
4065.1,5048,1081,803
4070.1,5045,1079,807
4075.1,5028,1074,806
4080.1,5037,1079,805
4085.1,5053,1084,809
4090.1,5053,1078,805
4095.1,5046,1080,797
4100.1,5029,1072,791
4105.1,5037,1074,795
4110.1,5030,1068,804
4115.1,5021,1062,804
4120.1,5031,1060,811
4125.1,5034,1066,816
4130.1,5034,1060,824
4135.1,5040,1058,832
4140.1,5049,1057,839
4145.1,5059,1053,846
4150.1,5074,1044,848
4155.1,5086,1046,854
4160.1,5094,1048,849
4165.1,5087,1050,850
4170.1,5076,1040,850
4175.1,5081,1047,855
4180.1,5084,1055,854
4185.1,5082,1055,850
4190.1,5078,1054,848
4195.1,5068,1053,851
4200.1,5063,1049,850
4205.1,5067,1046,857
4210.1,5066,1041,861
4215.1,5053,1034,865
4220.1,5043,1035,871
4225.1,5052,1039,881
4230.1,5053,1046,890
4235.1,5041,1047,887
4240.1,5040,1050,884
4245.1,5027,1047,879
4250.1,5019,1041,879
4255.1,5014,1036,888
4260.1,5017,1031,892
4265.1,5019,1027,895
4270.1,5024,1027,898
4275.1,5037,1025,906
4280.1,5050,1022,912
4285.1,5066,1021,921
4290.1,5077,1012,924
4295.1,5079,1010,925
4300.1,5086,1007,928
4305.1,5088,1002,931
4310.1,5107,1010,938
4315.1,5116,1016,942
4320.1,5124,1021,946
4325.1,5116,1021,944
4330.1,5116,1015,955
4335.1,5109,1011,962
4340.1,5107,1006,963
4345.1,5088,999,963
4350.1,5064,995,962
4355.1,5054,993,960
4360.1,5068,989,962
4365.1,5054,990,961
4370.1,5063,988,972
4375.1,5072,993,978
4380.1,5088,997,985
4385.1,5092,997,992
4390.1,5082,994,995
4395.1,5078,1002,995
4400.1,5051,1000,989
4405.1,5031,1007,986
4410.1,5015,1008,986
4415.1,5002,1008,990
4420.1,4997,1007,994
4425.1,4991,1009,996
4430.1,5010,1013,996
4435.1,5013,1013,979
4440.1,5018,1010,978
4445.1,5018,1006,976
4450.1,5029,1004,975
4455.1,5014,1006,974
4460.1,5013,1004,975
4465.1,5017,1011,975
4470.1,4999,1008,975
4475.1,5008,1009,977
4480.1,5007,997,979
4485.1,4998,993,975
4490.1,4986,991,981
4495.1,4979,990,981
4500.1,4953,990,990
4505.1,4937,989,995
4510.1,4931,990,998
4515.1,4917,995,999
4520.1,4896,998,1001
4525.1,4887,1001,1004
4530.1,4873,1000,1003
4535.1,4866,1006,1001
4540.1,4859,1005,999
4545.1,4847,1011,988
4550.1,4826,1010,985
4555.1,4814,1014,980
4560.1,4807,1020,974
4565.1,4799,1023,971
4570.1,4793,1022,968
4575.1,4802,1018,975
4580.1,4805,1019,982
4585.1,4806,1017,975
4590.1,4807,1018,968
4595.1,4802,1015,966
4600.1,4815,1018,964
4605.1,4816,1017,966
4610.1,4807,1016,958
4615.1,4800,1020,955
4620.1,4792,1021,950
4625.1,4788,1020,956
4630.1,4783,1026,960
4635.1,4768,1023,970
4640.1,4753,1020,976
4645.1,4726,1020,984
4650.1,4704,1021,986
4655.1,4691,1021,990
4660.1,4700,1023,997
4665.1,4681,1030,994
4670.1,4672,1031,993
4675.1,4666,1039,997
4680.1,4661,1035,996
4685.1,4642,1034,986
4690.1,4628,1031,983
4695.1,4614,1029,980
4700.1,4592,1030,984
4705.1,4579,1032,980
4710.1,4568,1029,982
4715.1,4557,1027,977
4720.1,4568,1026,982
4725.1,4577,1028,974
4730.1,4571,1028,971
4735.1,4572,1024,970
4740.1,4580,1027,963
4745.1,4583,1036,949
4750.1,4600,1039,946
4755.1,4581,1034,943
4760.1,4571,1026,931
4765.1,4545,1021,931
4770.1,4547,1021,932
4775.1,4543,1017,936
4780.1,4559,1016,941
4785.1,4546,1017,939
4790.1,4549,1012,940
4795.1,4542,1009,946
4800.1,4513,1005,940
4805.1,4486,1002,935
4810.1,4467,990,926
4815.1,4436,988,918
4820.1,4424,986,914
4825.1,4416,987,910
4830.1,4402,979,909
4835.1,4399,975,909
4840.1,4404,972,906
4845.1,4405,970,906
4850.1,4402,969,908
4855.1,4370,962,904
4860.1,4372,972,903
4865.1,4382,976,904
4870.1,4369,975,900
4875.1,4381,979,906
4880.1,4390,978,908
4885.1,4388,978,909
4890.1,4403,975,913
4895.1,4414,981,915
4900.1,4438,983,915
4905.1,4428,980,906
4910.1,4415,975,905
4915.1,4413,972,906
4920.1,4412,975,906
4925.1,4395,977,897
4930.1,4381,967,889
4935.1,4364,964,887
4940.1,4360,960,884
4945.1,4334,961,878
4950.1,4321,960,875
4955.1,4323,965,876
4960.1,4311,959,877
4965.1,4296,964,882
4970.1,4278,974,884
4975.1,4273,978,888
4980.1,4248,976,885
4985.1,4242,988,876
4990.1,4234,988,870
4995.1,4236,994,867
5000.1,4236,992,869
5005.1,4242,994,866
5010.1,4244,1008,865
5015.1,4243,1002,872
5020.1,4255,1002,873
5025.1,4268,1009,872
5030.1,4272,1011,866
5035.1,4278,1014,863
5040.1,4281,1009,859
5045.1,4287,1006,863
5050.1,4267,1003,857
5055.1,4275,999,858
5060.1,4284,1001,857
5065.1,4291,1004,863
5070.1,4300,1001,866
5075.1,4299,1003,868
5080.1,4306,1008,872
5085.1,4304,1015,874
5090.1,4301,1019,875
5095.1,4299,1017,875
5100.1,4294,1024,876
5105.1,4294,1022,881
5110.1,4281,1016,878
5115.1,4257,1021,876
5120.1,4239,1020,881
5125.1,4229,1022,871
5130.1,4215,1019,864
5135.1,4211,1025,867
5140.1,4192,1027,868
5145.1,4184,1026,868
5150.1,4173,1027,868
5155.1,4172,1026,873
5160.1,4175,1028,871
5165.1,4188,1032,871
5170.1,4193,1031,868
5175.1,4189,1024,866
5180.1,4201,1023,865
5185.1,4200,1023,869
5190.1,4196,1016,868
5195.1,4214,1018,867
5200.1,4233,1019,873
5205.1,4238,1020,874
5210.1,4238,1025,875
5215.1,4236,1023,880
5220.1,4228,1017,874
5225.1,4226,1024,877
5230.1,4216,1028,862
5235.1,4209,1037,856
5240.1,4220,1040,859
5245.1,4216,1046,858
5250.1,4192,1053,854
5255.1,4195,1065,854
5260.1,4196,1069,851
5265.1,4179,1069,850
5270.1,4166,1069,847
5275.1,4157,1069,845
5280.1,4150,1068,838
5285.1,4131,1062,836
5290.1,4104,1058,838
5295.1,4090,1059,840
5300.1,4081,1057,839
5305.1,4061,1056,837
5310.1,4049,1065,845
5315.1,4055,1065,850
5320.1,4072,1070,847
5325.1,4084,1078,845
5330.1,4092,1077,847
5335.1,4098,1068,846
5340.1,4109,1070,845
5345.1,4099,1071,841
5350.1,4110,1068,843
5355.1,4102,1067,845
5360.1,4093,1070,838
5365.1,4089,1063,832
5370.1,4081,1058,827
5375.1,4079,1053,825
5380.1,4077,1052,822
5385.1,4069,1055,818
5390.1,4063,1060,818
5395.1,4051,1059,816
5400.1,4042,1061,815
5405.1,4053,1062,813
5410.1,4052,1063,813
5415.1,4033,1065,812
5420.1,4032,1069,807
5425.1,4041,1066,808
5430.1,4030,1067,809
5435.1,4014,1060,806
5440.1,3996,1056,798
5445.1,3988,1053,802
5450.1,3978,1051,802
5455.1,3966,1057,804
5460.1,3944,1055,803
5465.1,3947,1050,806
5470.1,3945,1046,803
5475.1,3941,1047,798
5480.1,3947,1040,795
5485.1,3945,1035,791
5490.1,3958,1035,792
5495.1,3962,1032,794
5500.1,3972,1029,790
5505.1,3986,1037,791
5510.1,3984,1038,787
5515.1,3990,1033,791
5520.1,3988,1033,790
5525.1,3991,1030,791
5530.1,3982,1025,789
5535.1,3963,1022,792
5540.1,3956,1023,799
5545.1,3938,1017,803
5550.1,3922,1016,804
5555.1,3902,1016,795
5560.1,3889,1011,794
5565.1,3876,1005,794
5570.1,3865,1005,787
5575.1,3845,1005,779
5580.1,3828,1007,774
5585.1,3837,1016,769
5590.1,3832,1019,767
5595.1,3839,1017,768
